frame_index,is_valid_frame,pushup_phase,hips_position,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility,left_body_angle,right_body_angle
0,True,High,Too Low,0.1895226538181305,0.3789087831974029,-0.1005341783165931,0.9996423721313475,0.1803388893604278,0.3472018837928772,-0.1289637833833694,0.9993329644203186,0.1817302405834198,0.3423583209514618,-0.1292021870613098,0.9993833303451538,0.1830123662948608,0.3382926881313324,-0.1289749145507812,0.9992434978485109,0.1793136894702911,0.3489412069320678,-0.0924899876117706,0.9996572732925416,0.1802578568458557,0.3454045057296753,-0.0930814296007156,0.999789535999298,0.1811670064926147,0.3419949412345886,-0.0932956561446189,0.9998600482940674,0.199477732181549,0.3088995516300201,-0.185417965054512,0.9994452595710754,0.1981204748153686,0.3128821551799774,-0.0207535102963447,0.9998206496238708,0.2060108482837677,0.3814358115196228,-0.1089207679033279,0.9980486631393432,0.2054758965969085,0.3825230598449707,-0.0643829852342605,0.9989140033721924,0.2759129405021667,0.3590430617332458,-0.2252983748912811,0.9997469782829284,0.3021704852581024,0.3215735256671905,0.1074070259928703,0.9995753169059752,0.308376133441925,0.5953831076622009,-0.2498752921819687,0.9024350047111512,0.3298335075378418,0.5439449548721313,0.1304260343313217,0.0083803264424204,0.3058487176895141,0.8152600526809692,-0.2089216113090515,0.7930489182472229,0.3285658061504364,0.7258934378623962,0.0452744364738464,0.0528704859316349,0.2752555012702942,0.8348202705383301,-0.2424409091472625,0.8246076107025146,0.3059841394424438,0.7330235242843628,0.0312827788293361,0.0810850486159324,0.2689100801944732,0.8265299201011658,-0.2292239218950271,0.8242596983909607,0.302527368068695,0.7411400675773621,0.0014880924718454,0.0853622630238533,0.2820668220520019,0.823265790939331,-0.2010128647089004,0.7157080173492432,0.3128448128700256,0.7440958023071289,0.0286381356418132,0.0701203271746635,0.4989314973354339,0.5930149555206299,-0.0975833535194397,0.999858021736145,0.5019356608390808,0.5435685515403748,0.0975222215056419,0.999834418296814,0.6665149927139282,0.677260160446167,0.0158594641834497,0.5590050220489502,0.6523923277854919,0.6204216480255127,0.1909505128860473,0.0146524012088775,0.8357456922531128,0.6644904017448425,0.1102482974529266,0.7424283623695374,0.7991751432418823,0.6117729544639587,0.2862165570259094,0.0522948503494262,0.8718922138214111,0.6407558917999268,0.1127409040927887,0.7747920155525208,0.8239099979400635,0.5991122126579285,0.2933090627193451,0.1452771574258804,0.8248705863952637,0.7744398713111877,0.0101363966241478,0.825756847858429,0.7970627546310425,0.7201463580131531,0.2221514284610748,0.202365443110466,140.92146709190146,141.77062209849603
1,True,High,Too Low,0.1889342963695526,0.379379540681839,-0.119135282933712,0.9995904564857484,0.17957204580307,0.3486291468143463,-0.1447844505310058,0.9992045760154724,0.1812388598918914,0.3426461815834045,-0.1450113505125045,0.9992449283599854,0.1826049387454986,0.3380211591720581,-0.1447899937629699,0.9990758895874025,0.1780943870544433,0.3514143526554107,-0.1097071319818496,0.9995833039283752,0.1789717376232147,0.34759321808815,-0.110312595963478,0.9997361302375792,0.1798239350318908,0.3438980877399444,-0.1105472669005394,0.9998261332511902,0.1994045376777649,0.3083208799362182,-0.1899267137050628,0.9992546439170836,0.1970845460891723,0.3149645328521728,-0.0309865530580282,0.9997623562812804,0.2057753503322601,0.3812428712844848,-0.1235504522919654,0.9974244832992554,0.2047765552997589,0.3822728991508484,-0.0806854739785194,0.9985374212265016,0.2779797911643982,0.3556818664073944,-0.2219493389129638,0.9996811151504515,0.3017907738685608,0.3213229775428772,0.100134864449501,0.9995473027229308,0.3097168207168579,0.5923230051994324,-0.2493470460176468,0.901866853237152,0.3323535025119781,0.5435082316398621,0.1225482746958732,0.0119557352736592,0.3065239191055298,0.8137834668159485,-0.2173354625701904,0.7971118092536926,0.3330873548984527,0.7298999428749084,0.0437367968261241,0.0771464332938194,0.2774518430233001,0.8361352682113647,-0.2509099543094635,0.8218390345573425,0.3082743883132934,0.7412903308868408,0.0315604619681835,0.1041486635804176,0.2709857523441314,0.8283869028091431,-0.2371499389410019,0.8210030198097229,0.3047406077384949,0.7501294612884521,0.001450257608667,0.1086295470595359,0.2844618260860443,0.8237671256065369,-0.2094337344169616,0.7050746083259583,0.3159162998199463,0.7510815858840942,0.0273268427699804,0.0863339528441429,0.4970951378345489,0.5828356146812439,-0.0969955399632453,0.9998512268066406,0.5013381242752075,0.5374161601066589,0.0969142690300941,0.9998400211334229,0.6643854379653931,0.6733003854751587,-0.010497273877263,0.6120647192001343,0.6563917398452759,0.6163706183433533,0.1703086197376251,0.0217543244361877,0.8373313546180725,0.6597196459770203,0.0642661973834037,0.7781221270561218,0.8053304553031921,0.6114076972007751,0.2566335797309875,0.0762665569782257,0.8761237263679504,0.6368443369865417,0.0646962895989418,0.7854087948799133,0.8335328102111816,0.6020095944404602,0.2629422843456268,0.1893044859170913,0.8289306163787842,0.7627239227294922,-0.0349532030522823,0.8425053954124451,0.8060463666915894,0.7221932411193848,0.196633830666542,0.2570108771324157,142.07769934442643,143.72391605984444
2,True,High,Too Low,0.1878158152103424,0.3777723908424377,-0.1081259325146675,0.999505877494812,0.1783218383789062,0.3472546935081482,-0.1362020075321197,0.9990400671958924,0.1800121366977691,0.3415423631668091,-0.1364319920539856,0.9990936517715454,0.1814994513988495,0.3372046947479248,-0.1362118422985077,0.9989023208618164,0.1769104599952697,0.3503813743591308,-0.1005888730287551,0.9995121955871582,0.1777777671813964,0.3470484614372253,-0.1011820435523986,0.9996992349624634,0.1786404848098755,0.3437607884407043,-0.1014066711068153,0.9998063445091248,0.1981227695941925,0.3096732795238495,-0.1914325058460235,0.9991556406021118,0.1960708796977996,0.3149147629737854,-0.0302804168313741,0.9997517466545104,0.2059857249259948,0.3814761638641357,-0.1161243170499801,0.997214138507843,0.204839825630188,0.3831384778022766,-0.0726096779108047,0.9984747767448424,0.279662013053894,0.3580055832862854,-0.2280357182025909,0.9996410608291626,0.3010922074317932,0.323611855506897,0.0961619019508361,0.9995023012161256,0.3084858357906341,0.5953330993652344,-0.2533349394798279,0.895035445690155,0.3283019065856933,0.5461099147796631,0.1172384172677993,0.0112172113731503,0.3052698373794555,0.8181474208831787,-0.214699387550354,0.782250702381134,0.329434871673584,0.7336413860321045,0.040569718927145,0.0639954358339309,0.2750765085220337,0.8388388156890869,-0.2480031996965408,0.8106430172920227,0.3053441047668457,0.7426697611808777,0.0287432204931974,0.0889607667922973,0.270173966884613,0.8298686742782593,-0.2344272881746292,0.8096420168876648,0.3022550940513611,0.7517825961112976,-0.0020774693693965,0.0935963988304138,0.2827541828155517,0.8267316818237305,-0.2068181037902832,0.6902025938034058,0.3130881786346435,0.754063606262207,0.0239131022244691,0.0752340927720069,0.500420093536377,0.5821742415428162,-0.0968153923749923,0.9998422861099244,0.5027459263801575,0.539496660232544,0.0967417731881141,0.999825656414032,0.6649031639099121,0.6724352836608887,-0.0012584909563884,0.5728554129600525,0.6555119752883911,0.614646315574646,0.1763133108615875,0.017068700864911,0.836137592792511,0.6609341502189636,0.0801618173718452,0.7681968808174133,0.8044689297676086,0.6107087135314941,0.262443482875824,0.0671778321266174,0.8776806592941284,0.6371558308601379,0.08106030523777,0.7809758186340332,0.8314602375030518,0.598143458366394,0.2685886919498443,0.1743659675121307,0.8286611437797546,0.7663578391075134,-0.0218881964683532,0.842184841632843,0.8048772811889648,0.7233814001083374,0.1984401047229766,0.2461331933736801,142.85266314724458,143.16378344493137
3,True,High,Too Low,0.1919800043106079,0.3786155879497528,-0.1041228994727134,0.9997227787971495,0.1827430725097656,0.3490265607833862,-0.1327190846204757,0.9994307160377502,0.1839074492454528,0.3439880609512329,-0.1329485774040222,0.9994757771492004,0.1849448382854461,0.3396730720996856,-0.1327182650566101,0.9993411898612976,0.1819268763065338,0.3509152233600616,-0.0969386473298072,0.9997182488441468,0.1827087104320526,0.3475127518177032,-0.0975280702114105,0.9998303651809692,0.1833677589893341,0.3442396521568298,-0.0977385491132736,0.9998871088027954,0.1996062994003296,0.3100638389587402,-0.1894338279962539,0.999504327774048,0.1983990669250488,0.314439445734024,-0.0275044981390237,0.999855637550354,0.2083885669708252,0.3796977698802948,-0.1124310493469238,0.9983465671539308,0.2080565690994262,0.3806749582290649,-0.0686668902635574,0.9991068243980408,0.2774212062358856,0.3588079214096069,-0.2278029918670654,0.9997850060462952,0.3027088046073913,0.3191663026809692,0.1008148342370987,0.9996891021728516,0.3112263083457947,0.5984167456626892,-0.2510996162891388,0.9043991565704346,0.3312598168849945,0.5443097352981567,0.1209115386009216,0.0102092660963535,0.3072726726531982,0.8203901052474976,-0.2092698961496353,0.8093599677085876,0.3293258249759674,0.7327429056167603,0.0336729437112808,0.071766011416912,0.2765659689903259,0.8377255201339722,-0.2434993088245391,0.8382338881492615,0.3053817749023437,0.7389907240867615,0.0194439236074686,0.1045217737555503,0.2704607546329498,0.8273519277572632,-0.2300466001033783,0.8385769128799438,0.3009409308433532,0.7477387189865112,-0.0111658247187733,0.1101910918951034,0.284090518951416,0.8239989280700684,-0.2014476805925369,0.7334059476852417,0.3116100132465362,0.751165509223938,0.0167304184287786,0.088991031050682,0.5008242130279541,0.5853404998779297,-0.0979693382978439,0.9998290538787842,0.5030698180198669,0.5358854532241821,0.0979127958416938,0.9998146891593932,0.6640313267707825,0.6693071126937866,0.0119505431503057,0.5103396773338318,0.6542189121246338,0.6154686808586121,0.1844269782304763,0.0117776039987802,0.8371967077255249,0.662990152835846,0.1030501052737236,0.6854833364486694,0.8056402206420898,0.6139122247695923,0.2772254049777984,0.0419030636548996,0.8751888275146484,0.6400319337844849,0.1052480489015579,0.7386435866355896,0.8311038017272949,0.6002867817878723,0.2841326892375946,0.1265567392110824,0.8248555660247803,0.7722686529159546,0.0072580203413963,0.7911064624786377,0.7985328435897827,0.7221683263778687,0.2154134809970855,0.1765048205852508,142.91310008425467,143.86131215599514
4,True,High,Too Low,0.1949800252914428,0.3844963312149048,-0.0989177972078323,0.999427616596222,0.1849558353424072,0.3559462428092956,-0.1280625611543655,0.9988514184951782,0.1862016916275024,0.3504769206047058,-0.1283055692911148,0.9989664554595948,0.1872999966144561,0.3459706008434295,-0.1280669718980789,0.9986801743507384,0.1844957768917083,0.3572747707366943,-0.0929199159145355,0.9994357228279114,0.1855743527412414,0.3532025218009949,-0.0935196354985237,0.9996724128723145,0.1866416335105896,0.349309355020523,-0.0937405154109001,0.9997791647911072,0.2018862664699554,0.3133307695388794,-0.186490312218666,0.9990666508674622,0.2013319730758667,0.3175585865974426,-0.0274110734462738,0.9997302889823914,0.2123928964138031,0.3848587274551391,-0.107542298734188,0.9968904852867126,0.2131063938140869,0.3855352103710174,-0.0646347030997276,0.9983282685279846,0.2791708111763,0.3576861619949341,-0.2260062843561172,0.9996894598007202,0.3066514730453491,0.3186295628547668,0.0988905429840087,0.9995222091674804,0.309868186712265,0.5898545980453491,-0.2528554499149322,0.8942244648933411,0.3357301354408264,0.5393222570419312,0.1217894256114959,0.0084593705832958,0.3070216774940491,0.8159793019294739,-0.2130836546421051,0.7632255554199219,0.3318942785263061,0.7274133563041687,0.0403632894158363,0.0610191076993942,0.2768175303936004,0.8359010219573975,-0.2467337399721145,0.8022919297218323,0.3080813884735107,0.7362489700317383,0.027007807046175,0.0931178107857704,0.269792765378952,0.8267519474029541,-0.2329695671796798,0.8033464550971985,0.3033372759819031,0.7449914813041687,-0.002928415313363,0.098694197833538,0.2832857370376587,0.8226686120033264,-0.2051060944795608,0.68938148021698,0.3139471113681793,0.7483147382736206,0.0239656828343868,0.0798423513770103,0.503537654876709,0.5890713930130005,-0.0973735004663467,0.9997922778129578,0.506848931312561,0.5408161282539368,0.0972986668348312,0.9997639060020448,0.663004457950592,0.674980640411377,0.0216879211366176,0.5251150727272034,0.6532381772994995,0.6179192662239075,0.2045461386442184,0.0113639691844582,0.8390006422996521,0.6650761961936951,0.1132614612579345,0.71692955493927,0.7995381355285645,0.608074963092804,0.2969999611377716,0.0444132760167121,0.8739995956420898,0.6409083008766174,0.1155144274234771,0.7663232684135437,0.8258551359176636,0.5916824340820312,0.3037092387676239,0.131212055683136,0.8253238201141357,0.7694588899612427,0.0149293188005685,0.8059536218643188,0.7986093759536743,0.722115695476532,0.2332070767879486,0.1774484366178512,142.0831381302071,141.07958227057296
5,True,High,Too Low,0.1945564150810241,0.3855066895484924,-0.1075547486543655,0.9994755387306212,0.1844287514686584,0.3576903045177459,-0.1353840082883834,0.9989789724349976,0.1857435703277588,0.3516997098922729,-0.1356191188097,0.9990546107292176,0.1869033277034759,0.3467626571655273,-0.135378748178482,0.9988055229187012,0.1838867366313934,0.3596081137657165,-0.1001605987548828,0.999500036239624,0.184910237789154,0.3555438816547394,-0.1007664799690246,0.999700665473938,0.1858719289302826,0.3515948951244354,-0.1009915098547935,0.9998016953468324,0.2014708817005157,0.3131357431411743,-0.1880206912755966,0.9990959167480468,0.2003530263900756,0.3187098503112793,-0.0286888554692268,0.9997442364692688,0.2126030623912811,0.384818434715271,-0.114258088171482,0.99687659740448,0.2131519317626953,0.3862336277961731,-0.071278728544712,0.9983434677124025,0.2829535603523254,0.3583127856254577,-0.2241061180830001,0.9996217489242554,0.3055208027362823,0.3185471892356872,0.0971153825521469,0.999482274055481,0.3095244467258453,0.5896005034446716,-0.2496105283498764,0.8890479207038879,0.3325027823448181,0.5400038957595825,0.119068257510662,0.009627821855247,0.3087945580482483,0.8135207891464233,-0.2066682875156402,0.7334251999855042,0.3335853815078735,0.7268251180648804,0.0360374227166175,0.0580021068453788,0.2773031890392303,0.8354297876358032,-0.2392763644456863,0.7749916911125183,0.3098345696926117,0.7350976467132568,0.0222261864691972,0.0851144194602966,0.270736813545227,0.8262553215026855,-0.2262635082006454,0.7764959931373596,0.3054710328578949,0.7436696290969849,-0.0074246912263333,0.0902986824512481,0.2848997712135315,0.8222343921661377,-0.1988706737756729,0.657796323299408,0.3162035346031189,0.7472916841506958,0.0196706745773553,0.0735900104045867,0.5041922330856323,0.5852041244506836,-0.0951827690005302,0.999778926372528,0.5068608522415161,0.5372350215911865,0.09511349350214,0.9997621178627014,0.6666603684425354,0.6720017194747925,0.0222026873379945,0.5529840588569641,0.6544345617294312,0.6197850704193115,0.1921049654483795,0.0144980810582637,0.8417383432388306,0.6634854674339294,0.1079576462507247,0.7487379312515259,0.8041995763778687,0.6068479418754578,0.2808306217193603,0.0527462475001812,0.8819528222084045,0.635401725769043,0.1094936728477478,0.7819466590881348,0.8293027281761169,0.5898949503898621,0.2871542274951935,0.1414895057678222,0.8287688493728638,0.7669161558151245,0.0059883343055844,0.8259626626968384,0.7991050481796265,0.7198641300201416,0.2139963507652282,0.2002615481615066,141.84655208590453,141.91037521714932
6,True,High,Too Low,0.1880854964256286,0.3785472512245178,-0.1031350344419479,0.9996170997619628,0.1788336038589477,0.347301185131073,-0.1329751163721084,0.9992091059684752,0.1801944375038147,0.3430823087692261,-0.1332297176122665,0.9993065595626832,0.1815449297428131,0.3394225239753723,-0.133000910282135,0.9991023540496826,0.178030252456665,0.3488097488880157,-0.0959737002849578,0.9996176958084106,0.1789933741092682,0.3458571434020996,-0.096557430922985,0.999784290790558,0.1799622178077697,0.3430067598819732,-0.0967572256922721,0.9998505115509032,0.1977460980415344,0.3114184737205505,-0.1945004016160965,0.999376118183136,0.1968725621700287,0.3144799470901489,-0.0271286759525537,0.999817669391632,0.2056571245193481,0.382293164730072,-0.1133110672235488,0.9979490637779236,0.2052345871925354,0.3832252621650696,-0.0679665207862854,0.9989179372787476,0.2786806225776672,0.3566182553768158,-0.2365645617246627,0.9997150301933287,0.3040019273757934,0.3227549791336059,0.1037527099251747,0.9995959401130676,0.308058887720108,0.5926190614700317,-0.2600294649600982,0.8855249285697937,0.3305659890174866,0.5494108200073242,0.1265342533588409,0.0087448256090283,0.3083167374134063,0.8189422488212585,-0.2186896353960037,0.7832970023155212,0.3268086910247803,0.7389398217201233,0.0353519655764102,0.0797216966748237,0.2771013379096985,0.8362559080123901,-0.2539716064929962,0.8324926495552063,0.3021831214427948,0.7407929301261902,0.0205844230949878,0.1293134242296219,0.2721261382102966,0.824859082698822,-0.2402985841035843,0.8338006138801575,0.2969858050346374,0.7490414381027222,-0.0110737225040793,0.1374321281909942,0.2848259806632995,0.8209346532821655,-0.2107639014720916,0.7313821315765381,0.3070068359375,0.752991795539856,0.0178432147949934,0.1132544204592704,0.5046439170837402,0.5852707028388977,-0.1004574298858642,0.9997846484184264,0.5062841773033142,0.5404468178749084,0.1003708839416503,0.9997537732124328,0.6634829640388489,0.6699631810188293,0.0154526373371481,0.5134557485580444,0.6527019739151001,0.6205078363418579,0.2067257314920425,0.0104381348937749,0.8384349346160889,0.6620451807975769,0.1099965646862983,0.7317023873329163,0.8016626238822937,0.6106759309768677,0.2993126809597015,0.049169797450304,0.8771423101425171,0.637506902217865,0.1122884154319763,0.785670280456543,0.8276598453521729,0.5913554430007935,0.3058167397975921,0.1454711705446243,0.8270848989486694,0.7723124027252197,0.0072469096630811,0.8275585174560547,0.7984181642532349,0.7211199998855591,0.2307543009519577,0.2023997008800506,142.64373449286325,141.90000224872267
7,True,High,Too Low,0.1897698640823364,0.3816846013069153,-0.1025941148400306,0.9995799660682678,0.1803190410137176,0.3510579466819763,-0.1307263672351837,0.9991558790206908,0.1814323663711547,0.3467658162117004,-0.1309692561626434,0.9992300271987916,0.1825945675373077,0.342808723449707,-0.1307395100593567,0.9990379810333252,0.1795618236064911,0.352537989616394,-0.0944993272423744,0.9995864033699036,0.1804401576519012,0.3494812846183777,-0.0950918495655059,0.9997525811195374,0.1813550591468811,0.3464426696300506,-0.0953016355633735,0.999835729598999,0.198074460029602,0.3118738234043121,-0.1866296082735061,0.9992628693580629,0.1973136365413665,0.3159283399581909,-0.0226960033178329,0.9997807145118712,0.2076363563537597,0.3837111592292785,-0.1109075918793678,0.997452676296234,0.2075105607509613,0.3847008943557739,-0.0665704160928726,0.998619794845581,0.2799067199230194,0.3500630855560303,-0.2281226217746734,0.9996672868728638,0.3022968769073486,0.3224570751190185,0.1059558764100074,0.9994997978210448,0.308163046836853,0.583137035369873,-0.2531215846538543,0.895766019821167,0.3295615613460541,0.5430276989936829,0.1306830048561096,0.0089882956817746,0.308116614818573,0.8164117336273193,-0.2106921076774597,0.755623996257782,0.3260895609855652,0.7342166900634766,0.0475828498601913,0.0608830712735652,0.2765339612960815,0.8351120948791504,-0.244402676820755,0.797650933265686,0.3023937940597534,0.7373676300048828,0.0340709425508976,0.0918379202485084,0.2712138593196869,0.8257279396057129,-0.2306078225374221,0.7977985739707947,0.2974674999713897,0.7462948560714722,0.0031417971476912,0.0971011444926261,0.2844895720481872,0.8219066262245178,-0.2026474624872207,0.6858749985694885,0.307527095079422,0.7500919699668884,0.0304797440767288,0.0802477225661277,0.5037064552307129,0.5843109488487244,-0.0985907316207885,0.9998168349266052,0.5056458711624146,0.5361998677253723,0.0985279902815818,0.9997901320457458,0.6651509404182434,0.6704983115196228,0.0157448630779981,0.5554805397987366,0.65365070104599,0.6152461171150208,0.1989463865756988,0.0118429102003574,0.8354286551475525,0.662882387638092,0.10441505163908,0.7556313872337341,0.8022387027740479,0.6156989932060242,0.2898024916648865,0.0513667315244674,0.8746762275695801,0.638987123966217,0.1062032654881477,0.794902503490448,0.8290876746177673,0.5977851748466492,0.2960463464260101,0.1410557329654693,0.8289681077003479,0.769864559173584,0.002935019088909,0.83268141746521,0.7974689602851868,0.7208718657493591,0.2219273447990417,0.1984975039958953,142.07760047683595,144.35292738131042
8,True,High,Too Low,0.1919657886028289,0.3838533759117126,-0.0957381352782249,0.999543845653534,0.1825315654277801,0.3540184199810028,-0.1240231022238731,0.9990696310997008,0.183434396982193,0.3496235013008117,-0.1242525950074195,0.9991316199302672,0.1842442750930786,0.3455427885055542,-0.124023288488388,0.9989246726036072,0.182283729314804,0.3553587794303894,-0.0891909450292587,0.9995505213737488,0.1830862462520599,0.3521463871002197,-0.089785560965538,0.9997256398200988,0.1838498711585998,0.3488982319831848,-0.0899968221783638,0.999822437763214,0.1980337798595428,0.3138401508331299,-0.179908350110054,0.9991921782493592,0.1974715888500213,0.3170717358589172,-0.0221900753676891,0.9997681975364684,0.2095877528190612,0.3850939571857452,-0.1037236750125885,0.997262716293335,0.209996610879898,0.3855677247047424,-0.0611869692802429,0.9985262155532836,0.2772164940834045,0.359250009059906,-0.2220319062471389,0.9996646642684937,0.3041766285896301,0.3196280598640442,0.1044705882668495,0.999498963356018,0.3089788556098938,0.5886542797088623,-0.244835689663887,0.8934903144836426,0.3323044180870056,0.543380856513977,0.1285285651683807,0.0092249680310487,0.3069961071014404,0.8162670135498047,-0.1956928968429565,0.711124837398529,0.3299126029014587,0.7335108518600464,0.0492992959916591,0.0528187938034534,0.2762709856033325,0.8359019756317139,-0.2276947796344757,0.749068558216095,0.3072927594184875,0.7389535903930664,0.0363974273204803,0.0770139470696449,0.2699601054191589,0.8257863521575928,-0.2143658399581909,0.7489430904388428,0.3022313117980957,0.7477619647979736,0.0068330140784382,0.0811216831207275,0.28267902135849,0.8219338655471802,-0.187647134065628,0.629665732383728,0.3125375509262085,0.7513917684555054,0.0329687520861625,0.0668058767914772,0.5023422837257385,0.5815475583076477,-0.0969453901052475,0.9998152852058412,0.5061473250389099,0.5357735753059387,0.0968825072050094,0.999793827533722,0.6675048470497131,0.6731798648834229,0.0181216262280941,0.5834913849830627,0.6537449955940247,0.6159027218818665,0.2010130286216735,0.0128047475591301,0.8381127119064331,0.6604816317558289,0.1082822382450103,0.7493009567260742,0.8028194904327393,0.6152225136756897,0.2971827089786529,0.0486806035041809,0.8792581558227539,0.6365033984184265,0.1105538606643676,0.776820182800293,0.8313488960266113,0.5994054675102234,0.3042312562465668,0.1263632029294967,0.82978355884552,0.7672457695007324,0.0119511978700757,0.8222643733024597,0.8022745847702026,0.7267063856124878,0.2353510558605194,0.1831652671098709,143.6576707513314,144.129459123257
9,True,High,Too Low,0.1911623179912567,0.384574294090271,-0.109683871269226,0.99965500831604,0.1817557215690612,0.3541901111602783,-0.1365628540515899,0.999313473701477,0.1828770041465759,0.3497369289398193,-0.1367912143468856,0.999352753162384,0.1838490664958953,0.3458592891693115,-0.136562779545784,0.9991855025291444,0.1815576553344726,0.3547192215919494,-0.10210732370615,0.9996709823608398,0.1825804412364959,0.3512426018714905,-0.1027039438486099,0.9997965693473816,0.1836186051368713,0.3479455113410949,-0.1029158979654312,0.9998661279678344,0.1976218521595001,0.3137635588645935,-0.1860282570123672,0.9993619322776794,0.1972109973430633,0.3175764679908752,-0.0300662629306316,0.9998189806938172,0.2092907428741455,0.3845485746860504,-0.1154179722070694,0.997713565826416,0.2102124094963073,0.3845556378364563,-0.0733732134103775,0.9988014698028564,0.2776093482971191,0.3601250648498535,-0.2257912009954452,0.999653458595276,0.3010150194168091,0.3190673589706421,0.0992284342646598,0.9995521903038024,0.3076930642127991,0.5972341299057007,-0.2455539107322693,0.8957837224006653,0.3301085233688354,0.5439678430557251,0.1225392892956733,0.0110299540683627,0.3060147762298584,0.8154592514038086,-0.1928815990686416,0.7063370943069458,0.3305678069591522,0.7296337485313416,0.0384689457714557,0.0638727992773056,0.2770730853080749,0.8337167501449585,-0.2241668105125427,0.7446774244308472,0.3067467510700226,0.7352756261825562,0.0248577315360307,0.0910777747631073,0.2710431516170501,0.8231316804885864,-0.2122055739164352,0.7459847927093506,0.3018794655799866,0.7441190481185913,-0.0049954550340771,0.0961301401257515,0.2836126983165741,0.8190416693687439,-0.185294508934021,0.627388596534729,0.3126136660575866,0.7464969754219055,0.0219543576240539,0.079349011182785,0.5025627613067627,0.579230010509491,-0.0969348549842834,0.9997994303703308,0.5058424472808838,0.5342967510223389,0.0968694239854812,0.9997888207435608,0.6660632491111755,0.6728672981262207,0.0174623131752014,0.6124114990234375,0.6505122780799866,0.6165875196456909,0.1929125785827636,0.0163056831806898,0.8369574546813965,0.6563039422035217,0.1032144427299499,0.7645508646965027,0.8019994497299194,0.614045262336731,0.2868464589118957,0.0558005347847938,0.8778559565544128,0.6341309547424316,0.1049226745963096,0.7792645692825317,0.8286715745925903,0.5958738327026367,0.2937594652175903,0.1394126564264297,0.8298922777175903,0.765126645565033,0.0059865331277251,0.8296861052513123,0.8011713027954102,0.7230018973350525,0.2257610708475113,0.2016474455595016,144.07722928570203,144.38045639252513
