frame_index,is_valid_frame,pushup_phase,hips_position,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility,left_body_angle,right_body_angle,left_angle_elbow,right_angle_elbow,left_arm_distance,right_arm_distance,right_wrist_shoulder_hip,left_wrist_shoulder_hip,left_arm_index_shoulder,right_arm_index_shoulder
0,True,High,Good,0.4782783091068268,0.2845624089241028,0.5646658539772034,1.0,0.4734225571155548,0.277957409620285,0.5669602155685425,1.0,0.4703314304351806,0.2784175276756286,0.5669971108436584,1.0,0.467517077922821,0.2788658142089844,0.5669372081756592,1.0,0.4831332862377167,0.2761262059211731,0.5664236545562744,1.0,0.4865590631961822,0.2759377360343933,0.5662383437156677,1.0,0.4895127117633819,0.27518031001091,0.566443920135498,1.0,0.4638281166553497,0.2852839827537536,0.5162767767906189,1.0,0.4934046268463135,0.2782536745071411,0.5094366669654846,1.0,0.4736531674861908,0.2924050092697143,0.542394757270813,1.0,0.4847911894321441,0.2915725708007812,0.5407728552818298,1.0,0.4361646175384521,0.3230240643024444,0.3764987587928772,1.0,0.523723840713501,0.3002766966819763,0.3874113261699676,1.0,0.4262353777885437,0.4555680155754089,0.2882491648197174,0.9999790191650392,0.5522547960281372,0.3997748792171478,0.2797422409057617,0.99960595369339,0.436217725276947,0.5675565600395203,0.2685155570507049,0.9991469383239746,0.546591579914093,0.5017867088317871,0.2782291769981384,0.9929386973381042,0.4315515756607055,0.5916946530342102,0.2530401647090912,0.9915281534194946,0.5496593117713928,0.5198351144790649,0.2638337910175323,0.9443330764770508,0.4418405592441559,0.5866532325744629,0.2611513435840606,0.988205075263977,0.5379741787910461,0.5175079703330994,0.2740219831466675,0.8941171765327454,0.4441078007221222,0.578540027141571,0.2708063423633575,0.9857956171035768,0.5355440378189087,0.5102792978286743,0.280036062002182,0.9083611369132996,0.4592102766036987,0.399951159954071,-0.0081470133736729,1.0,0.518271803855896,0.3955793678760528,0.0078283995389938,1.0,0.4667634069919586,0.5445055365562439,-0.1650273352861404,1.0,0.531627357006073,0.5386011600494385,-0.0915001481771469,1.0,0.4938758909702301,0.7172772884368896,-0.4669229686260223,0.9999239444732666,0.5416274666786194,0.7064770460128784,-0.3867602348327636,0.9999237060546876,0.5051478743553162,0.7423114776611328,-0.5015383362770081,1.0,0.5413639545440674,0.7251509428024292,-0.4219738841056824,1.0,0.5046808123588562,0.7907745838165283,-0.5179423093795776,1.0,0.5495067238807678,0.771070122718811,-0.4479598104953766,1.0,170.9651953604994,172.7178115578271,170.6220901009726,160.82230468047237,0.2445325015040637,0.20280339862231891,9.748521484534207,16.66461134702417,0.26369026276683555,0.2176981818651994
1,True,High,Good,0.4783779680728912,0.2867646217346191,0.531291663646698,1.0,0.4737142622470855,0.2807774543762207,0.5321108102798462,1.0,0.4709360897541046,0.2813273072242737,0.532126247882843,1.0,0.4682855010032654,0.2818164229393005,0.5320718884468079,1.0,0.4822196066379547,0.2797133028507232,0.5324599742889404,1.0,0.4851714372634887,0.2793194651603699,0.5322649478912354,1.0,0.4877932369709015,0.2789214849472046,0.5324758291244507,1.0,0.4642313718795776,0.2879525423049927,0.4784053266048431,1.0,0.4925159811973572,0.2817551791667938,0.4756752848625183,1.0,0.4745373129844665,0.2956670522689819,0.5087646842002869,1.0,0.4843031466007232,0.2955718040466308,0.5080066919326782,1.0,0.4368356466293335,0.3210285305976867,0.3437454998493194,1.0,0.5256636142730713,0.3030833005905151,0.3570940494537353,1.0,0.4275696575641632,0.4524220526218414,0.259198784828186,0.9998160004615784,0.5479757189750671,0.4017049670219421,0.2484311461448669,0.998315453529358,0.4339178204536438,0.5727015733718872,0.2453717291355133,0.9943517446517944,0.5462156534194946,0.5037944912910461,0.2401331216096878,0.9690459370613098,0.4301768839359283,0.5975720882415771,0.2327779531478881,0.965514361858368,0.5488657355308533,0.5222785472869873,0.2248036861419677,0.841625988483429,0.4376718401908874,0.5920778512954712,0.2418581247329712,0.9554891586303712,0.5425024628639221,0.5207486152648926,0.2365337908267974,0.7453294396400452,0.4418413043022156,0.5828115940093994,0.2485319823026657,0.9497612118721008,0.5371910929679871,0.5195623636245728,0.242094025015831,0.7747744917869568,0.4596016705036163,0.3991400599479675,-0.0095778331160545,1.0,0.5163389444351196,0.38563272356987,0.0092201847583055,1.0,0.4655486941337585,0.5501049160957336,-0.1289165765047073,1.0,0.5339250564575195,0.5332735180854797,-0.0469688884913921,1.0,0.4937115311622619,0.7228109836578369,-0.4047167599201202,0.9996267557144164,0.5408441424369812,0.6983611583709717,-0.3176662027835846,0.9993427395820618,0.5037348866462708,0.7385252714157104,-0.4357855319976806,1.0,0.5423101782798767,0.7158463001251221,-0.3497785925865173,0.9999996423721312,0.5059720277786255,0.7924727201461792,-0.4589423537254333,0.9999998807907104,0.5481792688369751,0.7601163387298584,-0.3813651502132416,0.9999998807907104,171.16004709213445,169.0582207587222,172.94495096640216,166.2643398848944,0.2516899564321471,0.20176067105732243,12.291221283857348,16.913287584664623,0.2710506105331674,0.21831567977165858
2,True,High,Good,0.4784863889217376,0.2857087850570678,0.5152841806411743,1.0,0.4741879105567932,0.2779724597930908,0.516880214214325,1.0,0.4711364507675171,0.2780968248844147,0.5169184803962708,1.0,0.4684511423110962,0.2782207131385803,0.516852080821991,1.0,0.4835807085037231,0.2783200740814209,0.5151675343513489,1.0,0.4868721961975097,0.2781186103820801,0.514994204044342,1.0,0.4896727204322815,0.2777477502822876,0.5152066946029663,1.0,0.4647645950317383,0.2846660315990448,0.4677247703075409,1.0,0.4934627115726471,0.2798524498939514,0.4562615156173706,1.0,0.4735311269760132,0.292433351278305,0.4940328896045685,1.0,0.4849522709846496,0.2957659363746643,0.4910145401954651,1.0,0.4360947906970978,0.3207706212997436,0.3421010375022888,1.0,0.5253542065620422,0.3044016659259796,0.3393748998641968,1.0,0.4258452653884887,0.4572312831878662,0.2554857134819031,0.9999655485153198,0.5409355163574219,0.404257595539093,0.2217954993247985,0.9992583394050598,0.4353411197662353,0.5726600289344788,0.2305215001106262,0.9989944100379944,0.5349847078323364,0.488911360502243,0.2021052688360214,0.9927399754524232,0.4319365918636322,0.5970427989959717,0.2145287990570068,0.9911194443702698,0.5356270670890808,0.5087323784828186,0.1840995997190475,0.9526985883712769,0.4429269134998321,0.597625732421875,0.2205366790294647,0.9876482486724854,0.5251786112785339,0.5033631920814514,0.1942399144172668,0.9066584706306458,0.4431633353233337,0.5865827798843384,0.2316087037324905,0.9846693873405457,0.5260087847709656,0.5053766369819641,0.203259140253067,0.9139647483825684,0.4602369666099548,0.4057282507419586,-0.0027647092938423,1.0,0.5175186395645142,0.3980193138122558,0.0024925300385802,1.0,0.4664766490459442,0.5534882545471191,-0.1431339234113693,1.0,0.5317940711975098,0.5276011228561401,-0.0752074345946312,1.0,0.4931091964244842,0.7154363393783569,-0.4325019121170044,0.9998778104782104,0.5415112376213074,0.6856662631034851,-0.3457060754299164,0.9997518658638,0.5106433033943176,0.7650358080863953,-0.4658147990703583,1.0,0.5411120653152466,0.7119308710098267,-0.3781211674213409,1.0,0.5025379657745361,0.7695478200912476,-0.4840201735496521,1.0,0.5474168658256531,0.7275876998901367,-0.4019332826137543,1.0,172.1223486341744,170.91739626387835,171.00169301544162,167.11016291329437,0.2518905351505884,0.18476085610145654,7.772212162337044,16.03484605166985,0.2769393985268968,0.1989616036420547
3,True,High,Good,0.4797550439834595,0.2883111536502838,0.4735898375511169,1.0,0.4751760065555572,0.2815480828285217,0.4728647470474243,1.0,0.4723303020000458,0.2818354964256286,0.4728982150554657,1.0,0.4697044193744659,0.2819444239139557,0.472825825214386,1.0,0.4830084443092346,0.2804561257362366,0.4736449420452118,1.0,0.4858439564704895,0.2798317670822143,0.473481148481369,1.0,0.4885231554508209,0.2798569202423095,0.4736946225166321,1.0,0.4656285941600799,0.2877477705478668,0.420807421207428,1.0,0.4934031069278717,0.2812492847442627,0.421371579170227,1.0,0.4759429097175598,0.2953836917877197,0.4522807896137237,1.0,0.484877198934555,0.2957412898540497,0.4524228572845459,1.0,0.4368427991867065,0.3226835429668426,0.2953865230083465,1.0,0.5255811810493469,0.3085004985332489,0.3167252838611603,1.0,0.425779640674591,0.4513217508792877,0.2132818102836609,0.9997202754020692,0.5431238412857056,0.399052232503891,0.1921498924493789,0.9953254461288452,0.4364362359046936,0.5651234984397888,0.1990332007408142,0.9935196042060852,0.536473274230957,0.4935669302940368,0.1493954956531524,0.961554229259491,0.4343346655368805,0.5910695195198059,0.1852679252624511,0.9634350538253784,0.5377223491668701,0.5115340948104858,0.1284176856279373,0.8434420228004456,0.4419735074043274,0.589962363243103,0.1900922507047653,0.9534267783164978,0.5324845910072327,0.5104923248291016,0.139760285615921,0.736572265625,0.4437865912914276,0.580828070640564,0.2003332823514938,0.9398320317268372,0.5255826115608215,0.5034464597702026,0.1499567180871963,0.7447651028633118,0.4610711336135864,0.4064863920211792,-0.0109325386583805,1.0,0.5147385001182556,0.3921500444412231,0.0106537174433469,1.0,0.4692290425300598,0.5545943975448608,-0.1369451284408569,1.0,0.5251923203468323,0.5326004028320312,-0.0452603511512279,1.0,0.4957495033740997,0.7161669731140137,-0.3935923874378204,0.9991538524627686,0.5432906150817871,0.6780209541320801,-0.2764599919319153,0.9971230626106262,0.5206412672996521,0.7576153874397278,-0.4230543375015259,0.9999998807907104,0.5503580570220947,0.7111778259277344,-0.3043470978736877,0.9999991655349731,0.4998478591442108,0.7669171690940857,-0.4543307721614837,0.9999998807907104,0.5462731122970581,0.7063494324684143,-0.3356924951076507,0.9999996423721312,173.50355940608608,166.24377331746325,169.7348596061305,165.01085563517103,0.24244029636887188,0.1853866819880739,10.75377872601539,16.221251857523704,0.26732806050821506,0.20210975968364456
4,False,,,0.4798245429992676,0.2902550995349884,0.5068359375,1.0,0.4753007292747497,0.2826099991798401,0.5078369379043579,1.0,0.4723666310310364,0.2826273441314697,0.5078595876693726,1.0,0.4696177840232849,0.2825568914413452,0.5077972412109375,1.0,0.4843581616878509,0.2816013395786285,0.5079910159111023,1.0,0.4873944222927093,0.2810079753398895,0.5078223943710327,1.0,0.4901939332485199,0.2813642621040344,0.5080115795135498,1.0,0.4655641317367553,0.2882630228996277,0.4566959738731384,1.0,0.4946633279323578,0.2836666405200958,0.4539125263690948,1.0,0.4752556383609772,0.2969760596752167,0.4849590957164764,1.0,0.4857800602912903,0.296715497970581,0.4843351244926452,1.0,0.4362456798553467,0.3258303105831146,0.3262920677661896,1.0,0.5239588618278503,0.3111547827720642,0.3409105241298675,1.0,0.4263996481895447,0.464044451713562,0.240503117442131,0.9998537302017212,0.546582818031311,0.4004905223846435,0.2204900830984115,0.9976430535316468,0.4401780068874359,0.5670506954193115,0.2182243019342422,0.9969623684883118,0.5385630130767822,0.4962437748908996,0.1851850301027298,0.9827364683151244,0.4347600042819977,0.5908446311950684,0.2027975022792816,0.978828489780426,0.5414854884147644,0.5145453810691833,0.1661789566278457,0.9032348990440368,0.446463018655777,0.592888593673706,0.2082921862602234,0.9713941216468812,0.5354161262512207,0.5133772492408752,0.1763357520103454,0.8238747715950012,0.4486653804779053,0.5799143314361572,0.2194692194461822,0.9639899730682372,0.5292551517486572,0.5127841830253601,0.1859635263681411,0.8341686129570007,0.4606853425502777,0.3977504372596741,-0.0087357312440872,1.0,0.5178565979003906,0.3929280936717987,0.0084390342235565,1.0,0.4682572484016418,0.5463305115699768,-0.1556550115346908,1.0,0.5285474061965942,0.5312139391899109,-0.0738544687628746,1.0,0.4926604032516479,0.7024111747741699,-0.426467627286911,0.999642014503479,0.5418909192085266,0.6815831661224365,-0.3311317265033722,0.9993958473205566,0.5054804682731628,0.7254762053489685,-0.4573805034160614,1.0,0.540937066078186,0.699282705783844,-0.3618033826351166,0.9999998807907104,0.5020861029624939,0.7686351537704468,-0.480999082326889,1.0,0.5498934984207153,0.7186533212661743,-0.3917863368988037,1.0,169.01460922809255,171.42379053655662,168.30648034510904,161.00119731385672,0.24125243471602567,0.18566425675737372,8.779223633948154,17.834678743498394,0.267253663360219,0.2025467720127784
5,False,,,0.4801711440086365,0.2960426807403564,0.5819203853607178,1.0,0.4750534892082214,0.2874461412429809,0.5851200819015503,1.0,0.4721423685550689,0.287575364112854,0.5850858688354492,1.0,0.4694646894931793,0.2879112958908081,0.5850878953933716,1.0,0.4838060438632965,0.2860935926437378,0.5848219394683838,1.0,0.4867736399173736,0.2851769030094147,0.5846489667892456,1.0,0.4896459281444549,0.2841992378234863,0.5848119258880615,1.0,0.4654252529144287,0.2941640019416809,0.5282990336418152,1.0,0.4935891628265381,0.2864866852760315,0.5214701890945435,1.0,0.4761992394924164,0.3039058148860931,0.5562629103660583,1.0,0.4860215783119201,0.3034211099147796,0.5548728704452515,1.0,0.4356535077095032,0.3364617526531219,0.3762757778167724,1.0,0.5262590646743774,0.3169558644294739,0.3907853066921234,1.0,0.4249145686626434,0.4695602357387543,0.2997376322746277,0.9999936819076538,0.546940267086029,0.4228297472000122,0.2809076607227325,0.999852418899536,0.4398030638694763,0.5699227452278137,0.2955324649810791,0.9998867511749268,0.5511715412139893,0.5219258666038513,0.2653627097606659,0.9994986057281494,0.4360399842262268,0.590244472026825,0.2827200293540954,0.998519241809845,0.5601707100868225,0.5475471019744873,0.2511324286460876,0.994077205657959,0.4485192894935608,0.5854396224021912,0.2900083065032959,0.997851014137268,0.5487743616104126,0.5473689436912537,0.2599892914295196,0.988373875617981,0.4489809274673462,0.5791783928871155,0.2983670532703399,0.9981014132499696,0.543928325176239,0.5386812686920166,0.2675235271453857,0.990995705127716,0.4696618318557739,0.4381244480609894,-0.0078467885032296,1.0,0.5191437005996704,0.4101291298866272,0.0075084022246301,1.0,0.4700515270233154,0.5616298913955688,-0.1575145721435547,1.0,0.5275875329971313,0.5393770933151245,-0.0836741030216217,1.0,0.4954890012741089,0.7215221524238586,-0.4410817921161651,0.9999939203262328,0.5447567701339722,0.683809220790863,-0.3678038716316223,0.9999961853027344,0.514379620552063,0.7499217391014099,-0.4737985730171203,1.0,0.5451208353042603,0.7024070024490356,-0.4015774726867676,1.0,0.5059874653816223,0.7800450921058655,-0.4882382154464721,1.0,0.5549911856651306,0.7457941770553589,-0.4250905811786651,1.0,169.6654926475261,170.55396771952036,166.94900333227295,171.39209983699746,0.2334978669501824,0.20647840874701887,11.2968881941374,17.47790638444182,0.24931006390777627,0.2315105304106339
6,False,,,0.4798848927021026,0.3038551807403564,0.5029979944229126,1.0,0.4750340580940246,0.296530544757843,0.503608226776123,1.0,0.4721618890762329,0.296472430229187,0.5036173462867737,1.0,0.4695702791213989,0.296638011932373,0.503554105758667,1.0,0.4837161004543304,0.2957476377487182,0.5019873380661011,1.0,0.4867487251758575,0.2948908805847168,0.5018168687820435,1.0,0.4896364510059356,0.2939084768295288,0.5020026564598083,1.0,0.4660127758979797,0.3027237057685852,0.4514698088169098,1.0,0.4948631823062897,0.2942555546760559,0.439046710729599,1.0,0.4757722020149231,0.3108989596366882,0.4804818630218506,1.0,0.4860717356204986,0.3113540709018707,0.4771719574928283,1.0,0.4367217123508453,0.3384463191032409,0.3225035369396209,1.0,0.524864137172699,0.3222490847110748,0.3154774308204651,1.0,0.422956645488739,0.4694288671016693,0.2398741841316223,0.9999594688415528,0.5564378499984741,0.4153010249137878,0.1968221217393875,0.999508500099182,0.43641197681427,0.5713984966278076,0.2235793173313141,0.99806946516037,0.5540919303894043,0.5259228348731995,0.1778986752033233,0.9904429316520692,0.4328882098197937,0.5996038913726807,0.2099273651838302,0.983166754245758,0.561200737953186,0.55222088098526,0.1595218181610107,0.9225542545318604,0.4401521384716034,0.5961176753044128,0.214639663696289,0.978346586227417,0.5483042597770691,0.5522592067718506,0.1693053990602493,0.8579933643341064,0.4455717802047729,0.5879626274108887,0.2246956378221511,0.976661503314972,0.5459451675415039,0.5444504618644714,0.1793247014284134,0.8792948126792908,0.4684825241565704,0.4437877833843231,7.341102900682017e-05,1.0,0.5174270868301392,0.4160307943820953,-0.0003607096150517,1.0,0.4665833115577698,0.5526742339134216,-0.1230181977152824,1.0,0.5271458625793457,0.5360315442085266,-0.0917742475867271,1.0,0.4928910434246063,0.6997083425521851,-0.3858549296855926,0.9999245405197144,0.5445877313613892,0.7018715739250183,-0.362529307603836,0.999966025352478,0.5116990208625793,0.7460384368896484,-0.4160399436950683,1.0,0.5469501614570618,0.7171258330345154,-0.3946157395839691,1.0,0.5042548179626465,0.7547200918197632,-0.431538462638855,1.0,0.559339702129364,0.752433180809021,-0.4244726300239563,1.0,171.35889166102297,169.86575090666622,166.48376186468826,160.0423984529136,0.23295238343820365,0.205760201208645,12.700528260086056,16.854419695257803,0.25769419013614026,0.2312014178116581
7,True,Medium,Good,0.4818058609962463,0.3137733936309814,0.4595552980899811,1.0,0.4770059883594513,0.3037201166152954,0.4591535627841949,1.0,0.4743060171604156,0.3034696578979492,0.4591231346130371,1.0,0.4717597961425781,0.3034413456916809,0.4591229856014251,1.0,0.4855098724365234,0.3033405542373657,0.4567444622516632,1.0,0.4887009263038635,0.3025316298007965,0.4565657079219818,1.0,0.491621196269989,0.3016954064369201,0.4567307233810425,1.0,0.4679604172706604,0.3082660436630249,0.4043364524841308,1.0,0.4959968328475952,0.3023489117622375,0.3883183598518371,1.0,0.4780164957046509,0.3192851543426513,0.43670454621315,1.0,0.48798468708992,0.3197153806686401,0.4321923553943634,1.0,0.4359517097473144,0.3456701040267944,0.2891251742839813,1.0,0.5280792117118835,0.3336116671562195,0.2585240602493286,1.0,0.4224860966205597,0.4716372489929199,0.2201684266328811,0.999984860420227,0.5565323829650879,0.4441516101360321,0.1532714515924453,0.9999322891235352,0.435484766960144,0.5692354440689087,0.2123094499111175,0.9993537068367004,0.5522164106369019,0.5419567823410034,0.1455352008342743,0.9987068176269532,0.4319609105587005,0.5928595066070557,0.204690620303154,0.9934456944465636,0.5553396940231323,0.5695992708206177,0.1303296387195587,0.9823350310325624,0.438658595085144,0.5904690027236938,0.2074519246816635,0.9922831654548644,0.5441063642501831,0.563495397567749,0.1395984441041946,0.968490183353424,0.4441226720809936,0.5832959413528442,0.213526502251625,0.9937295913696288,0.5421742796897888,0.5607926249504089,0.1479563862085342,0.9746533036231996,0.4611352682113647,0.4367818236351013,0.0088251885026693,1.0,0.517256498336792,0.4278750419616699,-0.0091678984463214,1.0,0.4671189785003662,0.5635846853256226,-0.090733528137207,1.0,0.5282087326049805,0.5630306601524353,-0.094381995499134,1.0,0.4939038753509521,0.7013047933578491,-0.3180096447467804,0.9999866485595704,0.5440624952316284,0.691217303276062,-0.334897518157959,0.9999961853027344,0.507511556148529,0.7422540783882141,-0.3434552252292633,1.0,0.5437307357788086,0.7338379621505737,-0.362414687871933,1.0,0.5043854713439941,0.7518842220306396,-0.3552335500717163,1.0,0.5582582950592041,0.7431182265281677,-0.3865160346031189,1.0,173.18166648512602,168.50499787531032,166.3120527228361,163.03859201633662,0.22356582767434002,0.20973862637412974,13.158023966168878,15.570630891071307,0.2448138640507253,0.23044174779411544
8,True,Medium,Good,0.4809975922107696,0.3232609629631042,0.5076041221618652,1.0,0.4758906662464142,0.3144227266311645,0.507764458656311,1.0,0.4732126295566559,0.3141885101795196,0.5077754259109497,1.0,0.4707162976264953,0.3140958249568939,0.5077180862426758,1.0,0.4842115342617035,0.3140087127685547,0.5077637434005737,1.0,0.4872124493122101,0.3131783008575439,0.5076016187667847,1.0,0.4899015128612518,0.3121206164360046,0.5077598690986633,1.0,0.4671618938446045,0.3190579414367676,0.4525958001613617,1.0,0.494529664516449,0.3130620121955871,0.4482360482215881,1.0,0.4774251580238342,0.3293562531471252,0.4837423264980316,1.0,0.4869198203086853,0.3292777240276336,0.4828882217407226,1.0,0.4392031729221344,0.352475643157959,0.3206491768360138,1.0,0.5292721390724182,0.3394186496734619,0.3269937932491302,1.0,0.4203521311283111,0.4713301360607147,0.2522203922271728,0.999984622001648,0.559277355670929,0.4490708708763122,0.2333811074495315,0.9997530579566956,0.4353494346141815,0.5685096979141235,0.2598571181297302,0.9995417594909668,0.5551207661628723,0.545475423336029,0.2436273992061615,0.9966493248939514,0.4331068992614746,0.5934361815452576,0.2510779798030853,0.9949604272842408,0.5539323687553406,0.5671658515930176,0.2331075370311737,0.9672145247459412,0.4428566098213196,0.5904027223587036,0.2552421391010284,0.9930649399757384,0.546561598777771,0.5699454545974731,0.2395464032888412,0.9404891133308412,0.4456389248371124,0.5838327407836914,0.2613726258277893,0.992598295211792,0.5437415242195129,0.5622327327728271,0.2445942163467407,0.953048050403595,0.4706518054008484,0.4628433585166931,-0.0054827206768095,1.0,0.5193766951560974,0.437938779592514,0.0051648803055286,1.0,0.4695646166801452,0.5746759176254272,-0.1272791773080825,1.0,0.5207104086875916,0.5715312957763672,-0.0916010066866874,1.0,0.4947550594806671,0.7084943652153015,-0.385934829711914,0.9999361038208008,0.5453615784645081,0.7032248973846436,-0.3593664467334747,0.9999727010726928,0.5140036344528198,0.7432725429534912,-0.4152489006519317,1.0,0.5452067255973816,0.7143964767456055,-0.3903596699237823,1.0,0.4999583959579468,0.7674168348312378,-0.4186228811740875,1.0,0.5547858476638794,0.7607942223548889,-0.4038461446762085,1.0,172.88325641330147,168.9266298027994,162.2146130088602,162.2273838203563,0.21606842460974182,0.20767172531350478,12.885674039055754,16.926557477048217,0.23795512732062266,0.23117424857750948
9,True,Medium,Good,0.4806390404701233,0.3363015055656433,0.5071575045585632,1.0,0.475338339805603,0.3288135826587677,0.5055046081542969,1.0,0.4726447463035583,0.3284295201301574,0.5055146217346191,1.0,0.4701799154281616,0.3282631635665893,0.5054951906204224,1.0,0.4840070903301239,0.328301191329956,0.5045574307441711,1.0,0.4870286583900451,0.3275503516197204,0.5043705701828003,1.0,0.4897774159908294,0.3265283107757568,0.5045343041419983,1.0,0.4667571783065796,0.3333423435688019,0.4431063830852508,1.0,0.4937111437320709,0.3276507556438446,0.4350066483020782,1.0,0.4771732091903686,0.3426904678344726,0.4819349646568298,1.0,0.4866463541984558,0.3428634405136108,0.479648619890213,1.0,0.4386669397354126,0.3642673790454864,0.3215729594230652,1.0,0.5279057025909424,0.3495014309883117,0.299732893705368,1.0,0.4177434742450714,0.4712958335876465,0.2689505815505981,0.999502658843994,0.5632013082504272,0.4522370100021362,0.2048863768577575,0.9988672733306884,0.435658723115921,0.5673015713691711,0.2874813377857208,0.9938008189201356,0.5553088188171387,0.5542047619819641,0.2202750891447067,0.9902210235595704,0.4350231289863586,0.5903127789497375,0.286065012216568,0.9657576084136964,0.5567124485969543,0.5769228339195251,0.2110404968261718,0.9279688000679016,0.4449302554130554,0.5871042609214783,0.2887327969074249,0.9562694430351256,0.5480247735977173,0.580000102519989,0.2198336720466613,0.8735007047653198,0.4482276737689972,0.5794994235038757,0.2893756926059723,0.9554903507232666,0.546009361743927,0.5715044736862183,0.2223911136388778,0.8925763368606567,0.4657715857028961,0.446201741695404,0.0042688674293458,1.0,0.5095528960227966,0.4340291917324066,-0.0046332995407283,1.0,0.4714133739471435,0.5684693455696106,-0.1170712262392044,1.0,0.5324934720993042,0.5464204549789429,-0.0955507010221481,1.0,0.4954171776771545,0.7052664160728455,-0.371625542640686,0.9998403787612916,0.5462269186973572,0.6905159950256348,-0.3558878600597381,0.9999300241470336,0.5056636929512024,0.7255701422691345,-0.399802565574646,1.0,0.5489935874938965,0.7320735454559326,-0.3850262761116028,0.9999998807907104,0.4970870912075043,0.7731010913848877,-0.4111333191394806,1.0,0.5563140511512756,0.7376787662506104,-0.4037923216819763,1.0,169.8218584094977,160.21173572961126,158.36833742667227,156.61347032667317,0.2030564764289994,0.20652937926310444,19.87473010318615,19.153543260406458,0.22292488655933543,0.2313750518012772
