frame_index,is_valid_frame,pushup_phase,hips_position,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility,left_body_angle,right_body_angle,left_angle_elbow,right_angle_elbow,left_arm_distance,right_arm_distance,right_wrist_shoulder_hip,left_wrist_shoulder_hip,left_arm_index_shoulder,right_arm_index_shoulder
0,True,High,Too High,0.3045486807823181,0.3390184044837951,0.2062488347291946,0.9999303817749025,0.295837789773941,0.3282169103622436,0.1798992305994033,0.999912977218628,0.2953712940216064,0.3257007598876953,0.1796559244394302,0.9999051094055176,0.2949545681476593,0.3234773278236389,0.1797651350498199,0.9999377727508544,0.2966911196708679,0.3285029530525207,0.2170356512069702,0.999958634376526,0.2967309355735779,0.3262357115745544,0.216725692152977,0.999964475631714,0.2967630624771118,0.3242925107479095,0.2167310863733291,0.9999767541885376,0.2973805665969848,0.3047532439231872,0.0833440199494361,0.9999237060546876,0.3006547391414642,0.3052033483982086,0.2534762620925903,0.999954104423523,0.312393307685852,0.3317749500274658,0.1760152131319046,0.9998587369918824,0.3132375478744507,0.3318737149238586,0.2234535366296768,0.9998558759689332,0.322106122970581,0.2868474423885345,-0.0405804552137851,0.9999839067459106,0.3599052429199219,0.2709642052650451,0.3325844407081604,0.9999375343322754,0.3021664023399353,0.426892876625061,-0.0709432512521743,0.9825230836868286,0.3803206086158752,0.3590382039546966,0.4801279306411743,0.0673093646764755,0.2805187702178955,0.5553666353225708,0.0330221019685268,0.969363272190094,0.3740637898445129,0.4438841044902801,0.557693600654602,0.403215616941452,0.2624402344226837,0.5701273083686829,0.0189029444009065,0.961691915988922,0.3656171560287475,0.4595151543617248,0.5835798382759094,0.4776918888092041,0.2588704526424408,0.5635437369346619,0.0332150347530841,0.9558095335960388,0.3608909249305725,0.4596308469772339,0.5528903007507324,0.4870075583457947,0.266197919845581,0.5597819089889526,0.043393287807703,0.929274559020996,0.3637821674346924,0.4533093571662903,0.5445677638053894,0.4769388139247894,0.4677645266056061,0.2082246989011764,-0.1090785339474678,0.99981027841568,0.4829599261283874,0.2100230157375335,0.1086957305669784,0.9998006224632264,0.5573459267616272,0.3642238080501556,-0.0807701349258422,0.770097017288208,0.5550581216812134,0.358098566532135,0.0996533259749412,0.1042277738451957,0.670295238494873,0.5084556341171265,-0.1962063759565353,0.7525331377983093,0.6603696346282959,0.4719648361206054,0.0311656054109334,0.1255327016115188,0.6921378970146179,0.5185941457748413,-0.2110331356525421,0.8920316100120544,0.6854869723320007,0.4807043671607971,0.0230207499116659,0.4068357348442077,0.6320327520370483,0.5791869759559631,-0.2744328677654266,0.8381514549255371,0.6367579698562622,0.550814688205719,-0.0097532244399189,0.2959599792957306,97.50499331210945,100.45797839930223,178.53891987859134,162.73189165071855,0.2717205639676955,0.17349857636038768,111.66540776278138,127.16288895508413,0.28383021230553757,0.18866921652453408
1,True,High,Too High,0.304421067237854,0.3429459929466247,0.1992803364992141,0.9998860359191896,0.2955740094184875,0.3326140642166137,0.1746736764907837,0.9998506307601928,0.2948977351188659,0.3301735818386078,0.1744449883699417,0.9998192191123962,0.2942984104156494,0.328206330537796,0.1745449900627136,0.9998879432678224,0.2962479293346405,0.3323667347431183,0.2106127440929412,0.999935746192932,0.2960925698280334,0.3298874497413635,0.2102956920862198,0.9999431371688844,0.295893132686615,0.3278002142906189,0.2102876752614975,0.9999667406082152,0.2958007752895355,0.3092550635337829,0.0846176669001579,0.9998457431793212,0.2982800006866455,0.3088753819465637,0.2487688362598419,0.9999245405197144,0.3119383454322815,0.3358100652694702,0.1712814718484878,0.9997740387916564,0.3125709295272827,0.3353742957115173,0.2170464992523193,0.9997913241386414,0.3234683871269226,0.2873707115650177,-0.0359662920236587,0.9999700784683228,0.3563001751899719,0.2762045264244079,0.3270029723644256,0.9999269247055054,0.3024336099624634,0.4313599467277527,-0.0641307532787323,0.962825894355774,0.3805870115756988,0.3533106446266174,0.4635162353515625,0.0673178061842918,0.2800801992416382,0.5574885010719299,0.0333674699068069,0.938358724117279,0.3758128881454468,0.4437735080718994,0.5184721350669861,0.4124767780303955,0.2620055675506592,0.570320725440979,0.0174392312765121,0.927187442779541,0.3678871393203735,0.4605535268783569,0.5400755405426025,0.47419273853302,0.2583440542221069,0.5642557740211487,0.0320211201906204,0.91767555475235,0.361640453338623,0.4607982933521271,0.5082501769065857,0.4838214218616485,0.2655754089355469,0.5601222515106201,0.0433529689908027,0.8767005205154419,0.3652597069740295,0.4542179405689239,0.5043594837188721,0.4678965210914612,0.4685710370540619,0.2079294472932815,-0.1053942218422889,0.9997385144233704,0.4800129234790802,0.2121307104825973,0.1050139665603637,0.9997584223747252,0.5587751269340515,0.3678202033042907,-0.076780617237091,0.5788021683692932,0.555484414100647,0.3621187806129455,0.0928762853145599,0.061744101345539,0.6695614457130432,0.507712185382843,-0.1575617045164108,0.4982659220695495,0.6612255573272705,0.4779004454612732,0.045536495745182,0.0577286295592784,0.6905874013900757,0.5191038846969604,-0.1687466502189636,0.7389427423477173,0.6840397119522095,0.4887304306030273,0.0395191311836242,0.211985781788826,0.6312472820281982,0.5782853960990906,-0.2300008684396743,0.6071423888206482,0.634813666343689,0.5520366430282593,0.0015191582497209,0.1364887058734893,96.80708779788802,99.03267384586714,178.26129053086203,159.49570015957582,0.27358025341034625,0.16870124355576074,110.73878565425866,127.82526135220648,0.2844407083165713,0.1846709976127006
2,True,High,Too High,0.3043680787086487,0.3435961604118347,0.2156516909599304,0.999957799911499,0.2960776090621948,0.3334002494812011,0.1928921490907669,0.9999523162841796,0.2955714762210846,0.3310000896453857,0.1926532238721847,0.9999456405639648,0.2950817346572876,0.3289293944835663,0.1927660703659057,0.9999643564224244,0.2969133257865906,0.333789587020874,0.2291449010372162,0.9999784231185912,0.2969622015953064,0.3317967057228088,0.2288371622562408,0.999981164932251,0.296933650970459,0.3301981389522552,0.2288395166397094,0.9999878406524658,0.2973501682281494,0.310564249753952,0.1060413345694542,0.9999552965164183,0.3003448843955993,0.3119856417179107,0.2716353833675384,0.9999756813049316,0.311865746974945,0.3362051844596863,0.1878738552331924,0.999923586845398,0.3127621412277221,0.3365523815155029,0.2340232282876968,0.9999265670776368,0.3232190012931824,0.2912120819091797,-0.0197274070233106,0.9999864101409912,0.3589310348033905,0.2776695191860199,0.3457931876182556,0.999954104423523,0.3018118143081665,0.4310749173164367,-0.0533045455813407,0.9848690032958984,0.3808830976486206,0.3637130260467529,0.4894725680351257,0.0889782160520553,0.2802923321723938,0.5586757659912109,0.0499472171068191,0.9671840667724608,0.3766252994537353,0.4487146735191345,0.5601986646652222,0.5105478167533875,0.262580931186676,0.5728355646133423,0.0369799919426441,0.958387017250061,0.3682579100131988,0.4633102715015411,0.5834482908248901,0.5838707089424133,0.2585586011409759,0.5660285949707031,0.0506303720176219,0.9518764019012452,0.3625509142875671,0.4631534814834595,0.5546307563781738,0.5938126444816589,0.2659678757190704,0.5619389414787292,0.0600207448005676,0.9245356917381288,0.3658714294433594,0.4567242264747619,0.5473964810371399,0.5802087187767029,0.4671851396560669,0.2112541198730468,-0.1064115315675735,0.9998513460159302,0.4813079833984375,0.2167447656393051,0.1060201525688171,0.9998632669448853,0.5591325759887695,0.3664499223232269,-0.0827062278985977,0.8289270401000977,0.5558381080627441,0.3623823523521423,0.0802114456892013,0.1696801334619522,0.6699733734130859,0.5100046396255493,-0.187241181731224,0.7886296510696411,0.6622185707092285,0.4791632294654846,0.0037178976926952,0.1838739216327667,0.6928996443748474,0.5218616724014282,-0.2004221081733703,0.9127297401428224,0.6869872212409973,0.4893662333488464,-0.0051101217977702,0.5165765881538391,0.6327675580978394,0.585391640663147,-0.2657289803028106,0.8638776540756226,0.6356877088546753,0.5527101755142212,-0.0455087982118129,0.3916962742805481,96.95788133924121,100.56653524662121,179.1293909203585,162.8199972697505,0.27088654677657636,0.17195793620055877,110.56006804368508,128.16548624573292,0.28232088693388935,0.18551928146971125
3,True,High,Too High,0.3048981130123138,0.3446744084358215,0.2046415656805038,0.9999247789382936,0.2968897819519043,0.3346243500709533,0.1803541034460067,0.9999099969863892,0.2964740991592407,0.3323260545730591,0.1801137030124664,0.9998985528945924,0.2960715889930725,0.3303530216217041,0.1802213490009308,0.9999316930770874,0.297753244638443,0.3350317180156708,0.2173629403114318,0.9999607801437378,0.2978395521640777,0.3331106603145599,0.2170553058385849,0.9999668598175048,0.2978686392307281,0.331587016582489,0.2170466184616089,0.99997878074646,0.2985913753509521,0.3126431703567505,0.0895313546061515,0.9999167919158936,0.3014786839485168,0.3133535981178283,0.2588818669319153,0.9999600648880004,0.3126281499862671,0.3376020491123199,0.1759024262428283,0.9998607635498048,0.3135750889778137,0.3379207849502563,0.223167136311531,0.9998700618743896,0.3233852982521057,0.2921637296676636,-0.0351945422589778,0.9999774694442748,0.3601989150047302,0.2784842550754547,0.3373435139656067,0.999946355819702,0.3033726215362549,0.4290331602096557,-0.0731905922293663,0.9784671068191528,0.3821053206920624,0.3599021434783935,0.4885862171649933,0.1005661115050315,0.2829017043113708,0.5604910850524902,0.0233095157891511,0.9611281156539916,0.3767657577991485,0.4508955180644989,0.5664867162704468,0.6206442713737488,0.2655142843723297,0.5758515000343323,0.0090294368565082,0.9530594348907472,0.3701756000518799,0.4644196629524231,0.5921458005905151,0.6804901957511902,0.2612992823123932,0.569462776184082,0.0243371296674013,0.9459497928619384,0.3628178238868713,0.4664119482040405,0.5612652897834778,0.689775824546814,0.2689270079135895,0.5648496150970459,0.0338628813624382,0.9147722721099854,0.3668756783008575,0.4604536890983581,0.5534119606018066,0.6678577065467834,0.4686750769615173,0.2138340175151825,-0.10993692278862,0.999775230884552,0.4815528392791748,0.2216817140579223,0.1095641180872917,0.9998019337654114,0.5610376000404358,0.3697121143341064,-0.0926721319556236,0.7551003694534302,0.5565994381904602,0.3660223186016083,0.0829229056835174,0.1195439025759697,0.6706699728965759,0.5127416849136353,-0.204752117395401,0.701774537563324,0.6585500240325928,0.4735035002231598,0.002791776554659,0.1200951263308525,0.6931586265563965,0.5247334241867065,-0.2188168615102768,0.8726365566253662,0.6840426325798035,0.4884403347969055,-0.0063294391147792,0.4095695316791534,0.6343196630477905,0.5865921974182129,-0.2822904586791992,0.7980201244354248,0.6357274651527405,0.5531204342842102,-0.043241873383522,0.2840747833251953,97.50067495287006,102.11818095327311,179.46754780817406,161.58225371549818,0.27136412995488807,0.17320538064867477,109.59439395306536,126.91005504695647,0.28416444987749795,0.1879459404413005
4,True,High,Too High,0.3076434731483459,0.3453659117221832,0.2087164372205734,0.9999805688858032,0.2998412549495697,0.33563894033432,0.1850215345621109,0.9999719858169556,0.2991080284118652,0.3335440158843994,0.184795394539833,0.9999732971191406,0.2984372079372406,0.3318274617195129,0.1849169880151748,0.9999769926071168,0.300912857055664,0.335553765296936,0.2189798355102539,0.999988317489624,0.3011252284049988,0.3334827423095703,0.2186665534973144,0.9999921321868896,0.3012112975120544,0.3318250179290771,0.2186531722545623,0.9999939203262328,0.2998334765434265,0.3145814538002014,0.1006967648863792,0.9999773502349854,0.3036499917507171,0.3139350116252899,0.2555379271507263,0.999991536140442,0.3140812218189239,0.3388732671737671,0.1820609271526336,0.9999619722366332,0.3154090642929077,0.3386794328689575,0.2251368463039398,0.9999688863754272,0.3252010941505432,0.2994159460067749,-0.0191578436642885,0.9999910593032836,0.3599268496036529,0.279854953289032,0.3261966109275818,0.99997878074646,0.3072994947433471,0.4367250502109527,-0.0453041270375251,0.9944477081298828,0.3836553692817688,0.3632217347621918,0.4563496708869934,0.2841242551803589,0.2843155860900879,0.5636183023452759,0.0666553080081939,0.9845961928367616,0.3783752918243408,0.4553855061531067,0.5119562745094299,0.8491424918174744,0.2683587372303009,0.5786637663841248,0.0579396970570087,0.9811466932296752,0.3693442940711975,0.4659944772720337,0.5302430391311646,0.8864552974700928,0.2636371850967407,0.5714513063430786,0.0672410875558853,0.9782357215881348,0.3632063865661621,0.4666178226470947,0.505890965461731,0.8913480043411255,0.2697902321815491,0.5669767260551453,0.0753102898597717,0.96731299161911,0.3664052188396454,0.4622285366058349,0.5004483461380005,0.8842515349388123,0.4693689346313476,0.2209481000900268,-0.1010994017124176,0.9998987913131714,0.4830230474472046,0.2272738665342331,0.1007488071918487,0.9999264478683472,0.5616047382354736,0.3705130815505981,-0.0975165069103241,0.9753726720809937,0.5587083101272583,0.3684416711330414,0.0475687980651855,0.697256863117218,0.6694507002830505,0.5110740065574646,-0.2217246890068054,0.9670197367668152,0.6612102389335632,0.4783415794372558,-0.0714245960116386,0.7128462195396423,0.6923046112060547,0.5241207480430603,-0.2359868735074997,0.9857649207115172,0.6851564645767212,0.485284686088562,-0.0836176946759224,0.9185041189193726,0.6340962648391724,0.5940417647361755,-0.2948029935359955,0.9807291626930236,0.6389317512512207,0.5527652502059937,-0.1201222166419029,0.8745455145835876,97.76999644320165,104.94624858606682,177.16145180291065,160.83326286668972,0.26734717104203254,0.17649736544531702,107.13014719181943,127.35540739609787,0.2789145965547294,0.18679166130624053
5,True,High,Too High,0.3063748478889465,0.3444927036762237,0.2205601334571838,0.999997615814209,0.2985892295837402,0.3332923948764801,0.2017610967159271,0.999997615814209,0.2978973984718323,0.3308106958866119,0.2015472203493118,0.9999972581863404,0.2972168922424316,0.3288930058479309,0.2016904205083847,0.9999979734420776,0.3008087575435638,0.3342138528823852,0.2370889782905578,0.9999990463256836,0.3012828826904297,0.3324429392814636,0.2367993891239166,0.9999991655349731,0.301642894744873,0.3310368657112121,0.2368379831314087,0.9999994039535522,0.3000717461109161,0.3130472898483276,0.1296796649694442,0.999997615814209,0.3047921657562256,0.3123847246170044,0.2906596064567566,0.999998927116394,0.3131039440631866,0.337689071893692,0.196940541267395,0.9999945163726808,0.3147887885570526,0.3388339877128601,0.2418459206819534,0.9999947547912598,0.3262328505516052,0.2969362735748291,0.0058287610299885,0.9999966621398926,0.3606353104114532,0.2829126417636871,0.3633805513381958,0.9999874830245972,0.3095249533653259,0.4319266080856323,-0.0409893542528152,0.993464171886444,0.3850563764572143,0.3487309217453003,0.492140918970108,0.1170704588294029,0.2870783805847168,0.5625993013381958,0.0522137954831123,0.9858081340789796,0.3805646598339081,0.4501873850822449,0.5522438287734985,0.6967439651489258,0.2702813744544983,0.5811472535133362,0.0389593951404094,0.9817242622375488,0.3726823627948761,0.4652333855628967,0.5722227692604065,0.7796664834022522,0.2651868462562561,0.5749195218086243,0.0547975935041904,0.9782819151878356,0.3666021525859833,0.4678367972373962,0.5474165678024292,0.7875285744667053,0.2725765705108642,0.5698813199996948,0.0627102181315422,0.9625131487846376,0.3696725964546203,0.4626193642616272,0.5406875014305115,0.7659773230552673,0.4699541628360748,0.220260888338089,-0.105410411953926,0.9999465942382812,0.4824889302253723,0.2301829755306244,0.105074219405651,0.9999563694000244,0.5630519986152649,0.3705153167247772,-0.1057417392730712,0.9748416543006896,0.5583212375640869,0.3718411922454834,0.0210702568292617,0.4977123439311981,0.6688348054885864,0.5084180235862732,-0.2290326803922653,0.9633387327194214,0.6621848940849304,0.4806472659111023,-0.0929974019527435,0.5305644869804382,0.6933843493461609,0.5242860317230225,-0.2428343892097473,0.9892788529396056,0.6877390146255493,0.4988447427749634,-0.1049512028694152,0.8861904740333557,0.6354339122772217,0.595142126083374,-0.3066029548645019,0.98155677318573,0.6355060935020447,0.5620720386505127,-0.1492497026920318,0.8150641322135925,98.232483107426,103.97925392288447,177.3087012152016,157.10828157399075,0.268532897125822,0.16845776539148233,106.60528940324477,126.46406127028843,0.28460727492290067,0.1850203947763605
6,True,High,Too High,0.3078512549400329,0.3432504534721374,0.2056845426559448,0.9999713897705078,0.3005251288414001,0.3326928615570068,0.1863598525524139,0.9999682903289796,0.2997812628746032,0.330087274312973,0.186146080493927,0.9999628067016602,0.2990663349628448,0.328037291765213,0.1862576603889465,0.999974012374878,0.3025809824466705,0.334018737077713,0.2215634882450103,0.9999868869781494,0.3029906749725342,0.3324601948261261,0.2212708592414856,0.9999886751174928,0.3033097386360168,0.3313405215740204,0.2212719023227691,0.9999923706054688,0.3017374575138092,0.3117437362670898,0.1134665459394455,0.9999709129333496,0.3065693378448486,0.3128436803817749,0.2740679383277893,0.9999866485595704,0.3144815564155578,0.3362788558006286,0.1825073659420013,0.999945878982544,0.3163138628005981,0.3379627168178558,0.2273349314928054,0.9999511241912842,0.3273233771324157,0.2985073924064636,-0.0074868504889309,0.9999834299087524,0.3602269291877746,0.2859750986099243,0.3513775467872619,0.9999606609344482,0.3097447156906128,0.4403033852577209,-0.0497963465750217,0.9851122498512268,0.3848083019256592,0.356031060218811,0.4824936687946319,0.1233028993010521,0.2893677353858948,0.566741406917572,0.0369093380868434,0.9787136912345886,0.3809930086135864,0.454143762588501,0.5382602214813232,0.732100248336792,0.2734054327011108,0.583893895149231,0.0218391008675098,0.9743470549583436,0.3731429576873779,0.4665814042091369,0.5591257810592651,0.7956828474998474,0.2674732506275177,0.5768252611160278,0.037002757191658,0.9702113270759584,0.3675903677940368,0.4697883129119873,0.5313170552253723,0.802787184715271,0.274523377418518,0.5720171332359314,0.0469753742218017,0.949904203414917,0.3703605234622955,0.465387225151062,0.5258424878120422,0.7836562991142273,0.4724138975143432,0.2222507447004318,-0.1072823703289032,0.9998642206192015,0.4836379587650299,0.2319360822439193,0.1069363206624984,0.9998914003372192,0.5649673938751221,0.3751254081726074,-0.1098535507917404,0.9192484021186828,0.5616000890731812,0.3705763816833496,0.043592669069767,0.3186053335666656,0.6701666116714478,0.5095170140266418,-0.2178829312324524,0.8872348666191101,0.6613039970397949,0.477855384349823,-0.047169167548418,0.3207418024539947,0.6924198865890503,0.5245702266693115,-0.2310738414525985,0.9568822979927064,0.6847794055938721,0.4897295236587524,-0.057248193770647,0.7210192680358887,0.635421872138977,0.5850939154624939,-0.2977154552936554,0.9287605285644532,0.6361150741577148,0.5599509477615356,-0.102135494351387,0.5869041681289673,98.31887674212312,104.31530522613672,177.9118164017649,158.43801859248887,0.2709061041784326,0.16944594890128992,106.60811348035939,125.77950436371435,0.2846803008388296,0.18396064247595006
7,True,High,Too High,0.3082255125045776,0.3425259590148926,0.2251192778348922,0.9999932050704956,0.300827145576477,0.33255535364151,0.2067248821258545,0.999992847442627,0.3002954125404358,0.3304776847362518,0.2065147459506988,0.9999922513961792,0.2997581958770752,0.3288826644420624,0.2066464573144912,0.9999938011169434,0.3027401268482208,0.3331497311592102,0.2417222559452057,0.9999971389770508,0.3032050132751465,0.331538051366806,0.2414410263299942,0.9999977350234984,0.3035464882850647,0.3302875757217407,0.2414613217115402,0.9999983310699464,0.3032775521278381,0.3140543103218078,0.1331695318222046,0.9999935626983644,0.3075083494186401,0.3130831718444824,0.2931095659732818,0.99999737739563,0.315694510936737,0.3370603322982788,0.2009827345609665,0.9999877214431764,0.3172450065612793,0.3382607698440552,0.2455980330705642,0.9999892711639404,0.3290624618530273,0.3032987415790558,0.0072444211691617,0.9999934434890748,0.3635409474372864,0.28633913397789,0.3655555546283722,0.9999825954437256,0.312520831823349,0.439509630203247,-0.0336925312876701,0.9940150380134584,0.3864544332027435,0.3549420833587646,0.4955275654792785,0.1996184587478637,0.2917758822441101,0.566922128200531,0.0675320103764534,0.985535740852356,0.3814513981342315,0.4522879123687744,0.5560660362243652,0.8375297784805298,0.2755478024482727,0.5829771757125854,0.056343737989664,0.9809197783470154,0.3733617663383484,0.4640557169914245,0.5762463808059692,0.8802842497825623,0.2702097296714782,0.576227068901062,0.0700529515743255,0.9774584174156188,0.3668930530548095,0.4676699638366699,0.5525060296058655,0.8848269581794739,0.2773140668869018,0.5710946321487427,0.077503889799118,0.9616906046867372,0.370462030172348,0.4635962843894958,0.5450411438941956,0.8700710535049438,0.4721942543983459,0.2246889322996139,-0.1082768589258194,0.999908685684204,0.4846309125423431,0.2350217998027801,0.1079480573534965,0.999934196472168,0.5630584955215454,0.3698475956916809,-0.1391249001026153,0.9823562502861024,0.5598544478416443,0.3717280030250549,0.0217043571174144,0.6323275566101074,0.6692589521408081,0.5105311274528503,-0.2584269344806671,0.9680633544921876,0.6587876081466675,0.4706832766532898,-0.0887805968523025,0.6464666724205017,0.6919485330581665,0.5249328017234802,-0.2721296846866607,0.988543689250946,0.6813980340957642,0.4737721085548401,-0.1006012856960296,0.9175687432289124,0.6363839507102966,0.5952547192573547,-0.3413001298904419,0.98015034198761,0.6377947330474854,0.5559184551239014,-0.1475598365068435,0.8499315977096558,97.42496346622394,106.52679880501302,177.6765752019233,158.58850861697968,0.26624721405623747,0.16691249591805452,106.8070418215867,126.82660073550807,0.27920156865608997,0.18136181094526163
8,True,High,Too High,0.3083936274051666,0.3418554067611694,0.244435504078865,0.9999934434890748,0.301091730594635,0.3323181569576263,0.2252836525440216,0.9999936819076538,0.3005302548408508,0.3302788734436035,0.2250677943229675,0.9999924898147584,0.2999647855758667,0.3286815285682678,0.2252046465873718,0.9999946355819702,0.3029165267944336,0.332479327917099,0.2595753073692322,0.9999974966049194,0.3033259510993957,0.3306606709957123,0.2592990100383758,0.9999977350234984,0.3036172986030578,0.3291819393634796,0.2593465447425842,0.9999984502792358,0.3032284379005432,0.3141778111457824,0.1459315419197082,0.9999940395355223,0.3076349794864654,0.3122152388095855,0.3024880886077881,0.9999974966049194,0.315712034702301,0.336550772190094,0.2180187553167343,0.9999902248382568,0.3171417117118835,0.3373249173164367,0.2616740465164184,0.9999911785125732,0.3289582729339599,0.3051666021347046,0.0153896324336528,0.9999955892562866,0.363105297088623,0.2877006828784942,0.3696532249450683,0.999985694885254,0.3125148415565491,0.4391107559204101,-0.0227942317724227,0.9893799424171448,0.3871255815029144,0.3536386489868164,0.5035149455070496,0.1241424903273582,0.2918325960636139,0.5636234283447266,0.0824690908193588,0.9777030348777772,0.3804285824298858,0.4528995454311371,0.5773682594299316,0.7753413915634155,0.2757956385612488,0.5789744853973389,0.0715168640017509,0.971676230430603,0.3718036711215973,0.4633286297321319,0.5996379852294922,0.8287872076034546,0.2714656889438629,0.5730577111244202,0.0873508974909782,0.966361165046692,0.3657804131507873,0.46587073802948,0.5745999813079834,0.8353744745254517,0.2783605754375458,0.5676012635231018,0.0933332070708274,0.9424456357955932,0.3697408437728882,0.4619461297988891,0.5661203861236572,0.810901403427124,0.4719473123550415,0.2250246703624725,-0.1065272390842437,0.999921441078186,0.48497474193573,0.2331488281488418,0.1061492562294006,0.9999392032623292,0.5632715225219727,0.3734673857688904,-0.0958819538354873,0.9604106545448304,0.5606170892715454,0.3737871646881103,0.0505684688687324,0.3456835448741913,0.6701375246047974,0.509259819984436,-0.2014744281768798,0.9373104572296144,0.6625065803527832,0.4757368266582489,-0.0471980087459087,0.379875898361206,0.6918379664421082,0.5239667892456055,-0.2134632319211959,0.97898268699646,0.683793306350708,0.4813507795333862,-0.0578246004879474,0.7936610579490662,0.6355118155479431,0.5887102484703064,-0.2738773822784424,0.9599654078483582,0.6393033266067505,0.5553746223449707,-0.1005097925662994,0.6743001937866211,97.06722468612051,104.58146522067709,177.56776359596572,156.12420140865981,0.2611096453554308,0.16610466701360863,108.12815846598156,127.44384476367738,0.2739909551237012,0.17819013664749056
9,True,High,Too High,0.3092508316040039,0.3412845432758331,0.2356654107570648,0.9999935626983644,0.3018285632133484,0.3317070305347442,0.2163597792387008,0.9999932050704956,0.3012491464614868,0.3296717405319214,0.2161505222320556,0.9999923706054688,0.3007004261016845,0.328061580657959,0.2162870615720749,0.9999942779541016,0.3036748766899109,0.3320129811763763,0.2497715055942535,0.9999972581863404,0.3040733933448791,0.3302441239356994,0.2494860589504242,0.9999977350234984,0.3043676316738128,0.328764259815216,0.2495216578245163,0.9999983310699464,0.3039048910140991,0.313221663236618,0.1384346038103103,0.9999939203262328,0.3079705834388733,0.3104372024536133,0.2909269630908966,0.99999737739563,0.3164471983909607,0.3359188139438629,0.2098770141601562,0.9999898672103882,0.3179391622543335,0.3369036912918091,0.2523932456970215,0.9999908208847046,0.329541265964508,0.3043577671051025,0.0130166951566934,0.9999954700469972,0.3638951480388641,0.2864383161067962,0.3538476228713989,0.9999840259552002,0.3141831755638122,0.4391314387321472,-0.0226912107318639,0.9926046133041382,0.3875275552272796,0.3486319184303283,0.4759615659713745,0.1626993417739868,0.2938540577888489,0.5647017955780029,0.0791839808225631,0.983954668045044,0.3821249604225158,0.4512313604354858,0.5343016982078552,0.8055093884468079,0.2779602408409118,0.5800366401672363,0.067821592092514,0.9798678159713744,0.3734559714794159,0.4616582989692688,0.5527601838111877,0.8547506332397461,0.2735083699226379,0.5742645263671875,0.0816654786467552,0.9764471650123596,0.3681316375732422,0.4646528661251068,0.5282861590385437,0.8610023260116577,0.2800011038780212,0.5689837336540222,0.0889767333865165,0.9608030319213868,0.3718062937259674,0.4607990980148315,0.5228143334388733,0.8449675440788269,0.4729111492633819,0.2260168939828872,-0.1024164855480194,0.9999215602874756,0.4853511452674866,0.2312889993190765,0.1020477265119552,0.9999399185180664,0.5646806359291077,0.3768267035484314,-0.0892825648188591,0.9738238453865052,0.5612695813179016,0.3729801177978515,0.0439764522016048,0.5066311955451965,0.6710793972015381,0.5068949460983276,-0.1986762285232544,0.9661116003990172,0.6612799167633057,0.4728618860244751,-0.053107488900423,0.5372492074966431,0.6933382749557495,0.5213297605514526,-0.2109708487987518,0.9873126149177552,0.6818749308586121,0.4776699542999267,-0.0632465183734893,0.870876133441925,0.639461874961853,0.5839664936065674,-0.2713258862495422,0.9772087335586548,0.6396163702011108,0.552839994430542,-0.1035260334610939,0.786332368850708,98.08506722977467,104.1560390283175,177.30501007238482,156.1798952631431,0.2627785949975211,0.1657982916638787,108.10875834462571,126.4585858690563,0.27566164792041736,0.17826489750313668
