frame_index,is_valid_frame,pushup_phase,hips_position,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility,left_body_angle,right_body_angle,left_angle_elbow,right_angle_elbow,left_arm_distance,right_arm_distance
0,True,High,Too High,0.3966282606124878,0.4378823339939117,-0.5971117615699768,0.999997854232788,0.397817999124527,0.4120000004768371,-0.6040868759155273,0.9999985694885254,0.4025588631629944,0.407812237739563,-0.6043440699577332,0.999997854232788,0.4086143970489502,0.4034136235713959,-0.6042743921279907,0.9999984502792358,0.3876716792583465,0.417741060256958,-0.5887871384620667,0.9999988079071044,0.3845576643943786,0.417695552110672,-0.5890853404998779,0.9999984502792358,0.3812810480594635,0.4175620675086975,-0.5892863273620605,0.9999992847442628,0.4238520264625549,0.3846334815025329,-0.5492045879364014,0.9999985694885254,0.3821902573108673,0.4061281681060791,-0.4823903441429138,0.9999984502792358,0.4089044332504272,0.4441857933998108,-0.5675236582756042,0.9999953508377076,0.396331787109375,0.4502695500850677,-0.5495149493217468,0.999996304512024,0.4870877861976623,0.4403960704803467,-0.4989703893661499,0.9999629259109496,0.3835647106170654,0.4630687236785888,-0.3269550502300262,0.999993085861206,0.5157416462898254,0.6331069469451904,-0.5169665813446045,0.9994062185287476,0.3730576038360595,0.6020436882972717,-0.2562552392482757,0.8152127861976624,0.5072952508926392,0.8023960590362549,-0.5597038865089417,0.9990901947021484,0.3628815412521362,0.7466402649879456,-0.2905819118022918,0.9829760193824768,0.5000900626182556,0.831933856010437,-0.6231877207756042,0.9968364238739014,0.3453093469142914,0.7708616852760315,-0.3215780258178711,0.9745787978172302,0.4857262074947357,0.8272539973258972,-0.6273464560508728,0.9972355961799622,0.3504771292209625,0.7732546925544739,-0.3596188724040985,0.9807235598564148,0.487092524766922,0.8206361532211304,-0.5648819208145142,0.993880033493042,0.3620805144309997,0.7669378519058228,-0.3090618848800659,0.9715754985809326,0.5355040431022644,0.5333952307701111,-0.0534443035721778,0.9999842643737792,0.4859523773193359,0.5543306469917297,0.0533147491514682,0.9999860525131226,0.5772982239723206,0.6144505143165588,0.2501770257949829,0.6544365286827087,0.5144823789596558,0.6137803196907043,0.3235684931278229,0.127577856183052,0.6102476119995117,0.6205294728279114,0.5649519562721252,0.7322508692741394,0.5553383827209473,0.6089670062065125,0.6489488482475281,0.1407156437635421,0.6210066676139832,0.6167216300964355,0.594489574432373,0.5032982230186462,0.5657489895820618,0.6004229187965393,0.6838182210922241,0.1547632962465286,0.6061451435089111,0.6896734237670898,0.5286583304405212,0.8832833170890808,0.567223072052002,0.662133514881134,0.6393023133277893,0.5402042865753174,161.76341052548412,168.29986938102647,168.6864394472034,179.70200177585716,0.3625635576611036,0.2843248362973987
1,True,High,Good,0.3961804211139679,0.4413937032222748,-0.6251571774482727,0.9999979734420776,0.3969816863536834,0.4152562618255615,-0.6320475935935974,0.9999985694885254,0.4019426107406616,0.4110192656517029,-0.6323036551475525,0.9999980926513672,0.4076107740402221,0.4067594707012176,-0.632215142250061,0.9999985694885254,0.3866616785526275,0.4196938276290893,-0.6176562309265137,0.9999988079071044,0.3832328021526336,0.4195634126663208,-0.6179471611976624,0.9999986886978148,0.3797565698623657,0.4190916121006012,-0.6181567311286926,0.9999992847442628,0.4220667779445648,0.3861890435218811,-0.571886420249939,0.9999988079071044,0.3790293931961059,0.4083964824676513,-0.5094733834266663,0.9999984502792358,0.409244179725647,0.4457920789718628,-0.5931764841079712,0.9999953508377076,0.3954077661037445,0.4525288045406341,-0.5764718651771545,0.9999960660934448,0.4842350780963897,0.4488241672515869,-0.5159514546394348,0.9999551773071288,0.3806789815425873,0.4639531672000885,-0.3443158566951751,0.9999912977218628,0.5163798332214355,0.6340137720108032,-0.5320118069648743,0.9993093013763428,0.3725064098834991,0.6035722494125366,-0.270109087228775,0.7966594099998474,0.5078777074813843,0.8018786907196045,-0.582640528678894,0.9991421699523926,0.3629695177078247,0.7505641579627991,-0.3103754222393036,0.9757022857666016,0.4983079135417938,0.8299306035041809,-0.6496245265007019,0.9973351359367372,0.3479520082473755,0.7698283195495605,-0.3428265750408172,0.9704478979110718,0.4869355261325836,0.8205627202987671,-0.6526256203651428,0.9976021647453308,0.3514330685138702,0.7739275693893433,-0.3811797797679901,0.977213740348816,0.4894892275333404,0.8136842846870422,-0.5877326130867004,0.9947216510772704,0.3617787957191467,0.7693575620651245,-0.3289822041988373,0.9666086435317992,0.5298104286193848,0.527840793132782,-0.0542160123586654,0.9999899864196776,0.4820822775363922,0.5468530654907227,0.0541066043078899,0.999990463256836,0.5739743113517761,0.6047190427780151,0.2572146654129028,0.8495653867721558,0.5084940195083618,0.6135274171829224,0.3367278575897217,0.3234722912311554,0.6074010729789734,0.6154785752296448,0.5856034755706787,0.8801953196525574,0.5486970543861389,0.6135276556015015,0.6731719970703125,0.3277486562728882,0.6187163591384888,0.6112126708030701,0.6164344549179077,0.6411568522453308,0.5594148635864258,0.6033321619033813,0.7091055512428284,0.2686177492141723,0.604678750038147,0.6866760849952698,0.544843852519989,0.955103039741516,0.5529963970184326,0.669640064239502,0.6579867601394653,0.7844099402427673,163.13569456078025,176.8752436258129,167.25337869207806,179.6378035288232,0.3538452634492444,0.2871575963391833
2,True,High,Good,0.3943797051906585,0.4520449936389923,-0.5904062390327454,0.9999945163726808,0.3955016136169433,0.424451470375061,-0.5986626148223877,0.9999961853027344,0.3998725414276123,0.4209237098693847,-0.5989203453063965,0.9999947547912598,0.4044782221317291,0.4170526266098022,-0.5988550782203674,0.9999960660934448,0.3848439753055572,0.4290463924407959,-0.5845719575881958,0.999996542930603,0.3813874125480652,0.4285250604152679,-0.5848786234855652,0.9999960660934448,0.3779649138450622,0.4277697801589966,-0.5850908160209656,0.999997854232788,0.4215112626552582,0.3940582871437073,-0.5465648770332336,0.9999970197677612,0.3801658153533935,0.4175086617469787,-0.4857408702373504,0.9999959468841552,0.4079959392547607,0.4572134017944336,-0.5614224672317505,0.9999902248382568,0.3943508267402649,0.4629814624786377,-0.5451545119285583,0.9999916553497314,0.4850308895111084,0.4562582075595855,-0.4934722483158111,0.999953269958496,0.3825123310089111,0.4746818542480469,-0.3305097818374634,0.9999908208847046,0.518580973148346,0.6355499625205994,-0.5068724751472473,0.9991452693939208,0.3713899254798889,0.606447160243988,-0.2567470967769623,0.678800106048584,0.5077113509178162,0.8023017644882202,-0.5512677431106567,0.9988791346549988,0.3624472618103027,0.7477772235870361,-0.2927478849887848,0.9558730721473694,0.4972439706325531,0.8295612335205078,-0.6145949959754944,0.9962064027786256,0.3470953702926636,0.7707557678222656,-0.3228964805603027,0.9447891116142272,0.4870887994766235,0.8226208686828613,-0.6173845529556274,0.9967155456542968,0.3518946170806885,0.7730857729911804,-0.3600614368915558,0.9589686393737792,0.4901400208473205,0.8151826858520508,-0.5560958385467529,0.9926133155822754,0.3625274300575256,0.7669716477394104,-0.3106301724910736,0.9405152797698976,0.5302625298500061,0.5342954397201538,-0.0520367249846458,0.9999842643737792,0.4848308563232422,0.5571130514144897,0.0519561730325222,0.9999845027923584,0.5770747661590576,0.6072478890419006,0.247213527560234,0.6840673089027405,0.517154335975647,0.6161575317382812,0.3136156797409057,0.1394558101892471,0.6083460450172424,0.6192411780357361,0.5564435124397278,0.8064537644386292,0.5523088574409485,0.6147897839546204,0.6324848532676697,0.1770973354578018,0.6185430288314819,0.6141578555107117,0.5853033661842346,0.6070566773414612,0.5606814622879028,0.6124617457389832,0.6665460467338562,0.1847764998674392,0.6070761680603027,0.684808611869812,0.5192795991897583,0.915050745010376,0.5668606758117676,0.670863687992096,0.6188835501670837,0.606717586517334,162.23115074695596,177.2624084169654,165.6715503292804,178.79562456410798,0.3467860242591134,0.2738314951869925
3,True,Medium,Good,0.3900092840194702,0.4630910158157348,-0.5682457089424133,0.9999957084655762,0.390491247177124,0.4392279386520386,-0.577339231967926,0.9999971389770508,0.3951661586761474,0.4358958601951599,-0.5775861144065857,0.9999958276748656,0.3999594151973724,0.4322469830513,-0.5775197744369507,0.9999971389770508,0.3803855180740356,0.4418219923973083,-0.5620638132095337,0.9999972581863404,0.3773463368415832,0.4407442510128021,-0.5623549222946167,0.9999966621398926,0.3746429681777954,0.4402234554290771,-0.5625663995742798,0.9999983310699464,0.4180607795715332,0.4075088798999786,-0.53287273645401,0.9999977350234984,0.377327561378479,0.4288165867328644,-0.4662551581859588,0.9999966621398926,0.4025372862815857,0.470264583826065,-0.542540967464447,0.9999932050704956,0.3909552693367004,0.4740446805953979,-0.5245062708854675,0.9999939203262328,0.4848788678646087,0.4534403383731842,-0.4812084138393402,0.9999642372131348,0.3839853405952453,0.4732829630374908,-0.3220481276512146,0.9999922513961792,0.5245829224586487,0.6355247497558594,-0.4954521059989929,0.9993828535079956,0.3711743056774139,0.6092104315757751,-0.2558683753013611,0.6613379716873169,0.5092354416847229,0.8000898361206055,-0.5357757210731506,0.9990854263305664,0.3628342747688293,0.7496528625488281,-0.2928624153137207,0.9500814080238342,0.5006228089332581,0.8281134963035583,-0.5971319079399109,0.9966711401939392,0.3487080931663513,0.7705765962600708,-0.3241367042064667,0.9381746649742126,0.4884894490242004,0.8189499378204346,-0.6000879406929016,0.9970760345458984,0.3521186709403991,0.7755564451217651,-0.358659416437149,0.9527380466461182,0.4905224144458771,0.8125040531158447,-0.5403980016708374,0.993241846561432,0.3625818490982055,0.7707486152648926,-0.3099387288093567,0.9318209290504456,0.5235620737075806,0.536802351474762,-0.0482178442180156,0.9999866485595704,0.4800511598587036,0.5555090308189392,0.0481192879378795,0.9999860525131226,0.5742282867431641,0.6125504970550537,0.2431491166353225,0.4873142540454864,0.5037606954574585,0.6066367626190186,0.31352698802948,0.0623756609857082,0.6084802150726318,0.6175751090049744,0.5440617799758911,0.55228590965271,0.5431024432182312,0.6029532551765442,0.6240124702453613,0.0608138218522071,0.6198261976242065,0.6136455535888672,0.5724956393241882,0.3591332137584686,0.5528733134269714,0.5944842100143433,0.6574057936668396,0.0815216302871704,0.6046538352966309,0.6840169429779053,0.5110952258110046,0.7829304933547974,0.54764324426651,0.6501114964485168,0.6170712113380432,0.3465041816234588,153.491877844345,167.59478996996828,162.37098694100746,178.01429237136986,0.347504125121982,0.2771780816397647
4,True,Medium,Good,0.390623390674591,0.4828867614269256,-0.6193358898162842,0.9999364614486694,0.3909385204315185,0.4593986868858337,-0.6307375431060791,0.9999489784240724,0.3952279984951019,0.456043392419815,-0.630990743637085,0.9999337196350098,0.4000291228294372,0.452131450176239,-0.6309210658073425,0.9999525547027588,0.3813746571540832,0.4623962640762329,-0.6140889525413513,0.999954104423523,0.3783251047134399,0.4615926444530487,-0.6143896579742432,0.9999511241912842,0.3753128349781036,0.4608531296253204,-0.6146207451820374,0.9999748468399048,0.4168018698692322,0.4271671772003174,-0.5847434401512146,0.9999556541442872,0.3764845728874206,0.4477729201316833,-0.5123736262321472,0.9999409914016724,0.4021686613559723,0.4873578548431396,-0.591752827167511,0.9999209642410278,0.3909937739372253,0.4931293725967407,-0.5721864104270935,0.999931573867798,0.4826709628105163,0.4735137224197387,-0.5256614685058594,0.9998836517333984,0.383194088935852,0.4911333322525024,-0.3432862758636474,0.9999842643737792,0.5265424847602844,0.6359882354736328,-0.5425260663032532,0.9979628324508668,0.3694733083248138,0.6108619570732117,-0.2490749508142471,0.4755906164646148,0.5088021159172058,0.7994713187217712,-0.5970080494880676,0.9978529214859008,0.3633308410644531,0.7482643723487854,-0.2849688827991485,0.9334068894386292,0.4993431568145752,0.8279173374176025,-0.664581835269928,0.9917810559272766,0.3464102149009704,0.7719007730484009,-0.3163398206233978,0.9164918661117554,0.4885053336620331,0.8206347823143005,-0.6660494208335876,0.9926182627677916,0.3510890603065491,0.7747408151626587,-0.3550002872943878,0.9367753863334656,0.4911817908287048,0.8129395246505737,-0.6014314889907837,0.9826616644859314,0.3636936545372009,0.7689498662948608,-0.3036325573921203,0.905869722366333,0.5288422703742981,0.5423513650894165,-0.0572348795831203,0.9999822378158568,0.4853402078151703,0.5704707503318787,0.0572217032313346,0.999984622001648,0.5730181932449341,0.6151831746101379,0.2572283744812011,0.3999252021312713,0.5223832726478577,0.6258589029312134,0.3262388110160827,0.0597297735512256,0.6076045632362366,0.6161476969718933,0.5906727910041809,0.6288749575614929,0.5570113062858582,0.6288819313049316,0.6764014959335327,0.0747854486107826,0.6183370351791382,0.6095887422561646,0.6218369603157043,0.4026981294155121,0.5656481385231018,0.6200441122055054,0.7134788632392883,0.080928161740303,0.6032135486602783,0.6816087365150452,0.5536184310913086,0.799328088760376,0.5633991956710815,0.6766473054885864,0.6631220579147339,0.3533528447151184,160.76837017526535,173.84998784318947,158.69608756016058,176.0221390657622,0.32700335128203817,0.2578971120369457
5,True,Medium,Good,0.387656420469284,0.5063018798828125,-0.6109720468521118,0.9999669790267944,0.3895444869995117,0.4818101525306701,-0.6245449781417847,0.999975323677063,0.3942172527313232,0.4781969785690307,-0.6247920393943787,0.9999668598175048,0.3986479043960571,0.4748285710811615,-0.6247197389602661,0.9999773502349854,0.3780959844589233,0.4866214692592621,-0.6063329577445984,0.9999778270721436,0.3744729161262512,0.4860968887805938,-0.6066370606422424,0.9999756813049316,0.3711937069892883,0.4854802787303924,-0.6068572998046875,0.9999878406524658,0.4139955639839172,0.4493044912815094,-0.5881298184394836,0.9999772310256958,0.3725848197937011,0.4681922197341919,-0.5091037154197693,0.9999688863754272,0.398309588432312,0.5094071626663208,-0.5869325399398804,0.9999657869338988,0.3868237137794494,0.5148380398750305,-0.5654520392417908,0.99997079372406,0.482183426618576,0.4858700335025787,-0.5298014283180237,0.9999237060546876,0.379319429397583,0.504431426525116,-0.3407225310802459,0.9999912977218628,0.5316381454467773,0.6436622738838196,-0.5448435544967651,0.9983555674552916,0.3690422773361206,0.612960934638977,-0.2428578585386276,0.4610621035099029,0.5075086951255798,0.8026042580604553,-0.5950927138328552,0.9984267950057985,0.3641807436943054,0.7503842711448669,-0.2814826071262359,0.9359681606292723,0.4987835586071014,0.830098032951355,-0.6621145009994507,0.9936344623565674,0.3485941588878631,0.7712991237640381,-0.3128607273101806,0.9209975004196168,0.4879584610462188,0.8196390271186829,-0.6640893816947937,0.9940850734710692,0.3530750870704651,0.7755556106567383,-0.3510403931140899,0.9394912123680116,0.4901238679885864,0.8113839626312256,-0.5995287895202637,0.9851698279380798,0.3637242317199707,0.7701654434204102,-0.3000864684581756,0.9094544053077698,0.5274525284767151,0.5480454564094543,-0.0589849725365638,0.9999864101409912,0.4853231906890869,0.5659415125846863,0.0589712224900722,0.9999884366989136,0.5746159553527832,0.6158027648925781,0.2588115930557251,0.3677769303321838,0.5256633162498474,0.6173518300056458,0.3323096334934234,0.0469347164034843,0.6098252534866333,0.6151810884475708,0.5878351926803589,0.5936167240142822,0.5637122988700867,0.6218327283859253,0.6777873039245605,0.0586930960416793,0.6201384663581848,0.6081511378288269,0.618206799030304,0.3688142597675323,0.5727643966674805,0.6136729121208191,0.7139968872070312,0.0615687407553195,0.6037885546684265,0.6711539030075073,0.5510077476501465,0.7778528928756714,0.5678134560585022,0.6691187620162964,0.6644338369369507,0.2996198832988739,159.02077552158346,178.50371779689314,153.96581243693328,176.6166025463172,0.31774508372472304,0.24641830610035853
6,True,Medium,Good,0.3837181031703949,0.5363277196884155,-0.5846160054206848,0.9999356269836426,0.3849654495716095,0.5146247148513794,-0.6008557677268982,0.9999629259109496,0.3886670470237732,0.5108053684234619,-0.6011040210723877,0.999950647354126,0.3928776979446411,0.5071222186088562,-0.6010374426841736,0.9999673366546632,0.3753343224525451,0.5183029174804688,-0.5818697214126587,0.9999650716781616,0.3720196187496185,0.5170083045959473,-0.5821768045425415,0.9999622106552124,0.3691717088222503,0.5154590010643005,-0.5823981165885925,0.9999815225601196,0.4084957242012024,0.4824650883674621,-0.5751029849052429,0.999974012374878,0.368511438369751,0.4966821670532226,-0.4929308593273163,0.9999603033065796,0.3945534527301788,0.5371405482292175,-0.5640207529067993,0.9999512434005736,0.3859435617923736,0.5433259606361389,-0.5415677428245544,0.9999582767486572,0.4793168902397156,0.5057361721992493,-0.5149109363555908,0.999913215637207,0.3750326931476593,0.5220122337341309,-0.3301394283771515,0.9999890327453612,0.5359113812446594,0.648080587387085,-0.5253158211708069,0.9989020824432372,0.3684653639793396,0.6146230697631836,-0.2179635763168335,0.2368525266647339,0.5081934332847595,0.8005831241607666,-0.5710452198982239,0.9991580247879028,0.3653655648231506,0.7504683136940002,-0.239835724234581,0.9262198209762572,0.4986513257026672,0.8288094997406006,-0.6351224780082703,0.9962174296379088,0.3492817282676697,0.768154501914978,-0.2685723900794983,0.9198689460754396,0.4872651100158691,0.8166186213493347,-0.6378284096717834,0.9964660406112672,0.3536385297775268,0.7718897461891174,-0.305996298789978,0.9399635791778564,0.489117294549942,0.8091074228286743,-0.5755592584609985,0.9908024072647096,0.3644716143608093,0.7676336169242859,-0.2577151358127594,0.9077866673469543,0.5254040360450745,0.5646554231643677,-0.0572430603206157,0.999990463256836,0.4834465086460113,0.5834442973136902,0.0572587996721267,0.9999910593032836,0.5765190124511719,0.6162662506103516,0.2666133940219879,0.3493187725543976,0.5247009992599487,0.6173468232154846,0.3303615152835846,0.0338383503258228,0.611944854259491,0.6210752725601196,0.5988127589225769,0.5222814083099365,0.5574815273284912,0.610556960105896,0.6675795912742615,0.0351628623902797,0.6201373338699341,0.610542893409729,0.6301043629646301,0.3565125167369842,0.5655492544174194,0.6018252968788147,0.7034955024719238,0.0507479012012481,0.6042653918266296,0.676586925983429,0.57105553150177,0.7311422824859619,0.5603234767913818,0.654901385307312,0.662129282951355,0.2314206957817077,153.87771554791084,163.08137187771482,148.0165170390569,177.25094697136927,0.2962576240693724,0.22866052094901024
7,True,Medium,Good,0.379033625125885,0.5649202466011047,-0.5850507020950317,0.9997788071632384,0.3807846307754516,0.5443834662437439,-0.601616382598877,0.9998387098312378,0.3852032423019409,0.5411781072616577,-0.6018407344818115,0.9997774958610536,0.3889153301715851,0.5377046465873718,-0.6017807126045227,0.9998682737350464,0.371017575263977,0.5450475215911865,-0.5819571018218994,0.999862790107727,0.3675893247127533,0.5425004363059998,-0.5822620391845703,0.9998458623886108,0.3650043606758117,0.540142834186554,-0.5824750065803528,0.999932050704956,0.4052145481109619,0.5105839967727661,-0.5775912404060364,0.9998607635498048,0.3650829195976257,0.5221362113952637,-0.4924512803554535,0.999796450138092,0.3901982009410858,0.5679845809936523,-0.5652561187744141,0.9998656511306764,0.3806108832359314,0.5729629397392273,-0.5421013832092285,0.999890923500061,0.4755922257900238,0.5379696488380432,-0.5146929025650024,0.9997881054878236,0.3769511580467224,0.5410543084144592,-0.3195088803768158,0.999984622001648,0.5357839465141296,0.6697226166725159,-0.5180599093437195,0.9902325868606568,0.369566261768341,0.6292148232460022,-0.2013600617647171,0.1022252291440963,0.5070053935050964,0.8034404516220093,-0.5625521540641785,0.992570459842682,0.362683892250061,0.7552693486213684,-0.2324588894844055,0.788458526134491,0.4996295273303985,0.8322967290878296,-0.6273864507675171,0.9731237292289734,0.3460153639316559,0.7721796035766602,-0.2613068521022796,0.7899985909461975,0.4878242909908294,0.819392204284668,-0.6287714242935181,0.9735939502716064,0.3498510718345642,0.7737132906913757,-0.2983671426773071,0.8375290632247925,0.4888544678688049,0.8103362321853638,-0.5665469169616699,0.939418613910675,0.3622779548168182,0.7694336175918579,-0.2503116726875305,0.7620379328727722,0.525389552116394,0.5760946869850159,-0.0645802989602088,0.9999783039093018,0.4873119592666626,0.5816271305084229,0.0646125227212905,0.9999840259552002,0.5791075825691223,0.620739221572876,0.2598175406455993,0.1595461815595626,0.5426772236824036,0.6059556603431702,0.3385551869869232,0.0093754176050424,0.6112537384033203,0.6197865605354309,0.6035777926445007,0.3272531926631927,0.5781181454658508,0.6172170042991638,0.6936810612678528,0.015798894688487,0.621497631072998,0.610334575176239,0.6356834769248962,0.2109405100345611,0.587415337562561,0.6095131635665894,0.7308261394500732,0.0241059623658657,0.6028271913528442,0.675043523311615,0.5800416469573975,0.5028872489929199,0.5763021111488342,0.671005368232727,0.6895942687988281,0.0962922349572181,162.17135669210555,175.38102187386593,143.30072738481795,178.3368650363853,0.2673229025666501,0.21468963254931595
8,True,Medium,Good,0.3745456635951996,0.6005102396011353,-0.4923468232154846,0.9999608993530272,0.3747593462467193,0.5821317434310913,-0.5091020464897156,0.9999781847000122,0.3784615695476532,0.579409122467041,-0.5093063116073608,0.999964952468872,0.3827075362205505,0.5764846205711365,-0.5092558264732361,0.9999817609786988,0.3667183816432953,0.5830127596855164,-0.4881559610366821,0.9999790191650392,0.365130215883255,0.5815044045448303,-0.4884302020072937,0.9999716281890868,0.3635465502738952,0.5799810290336609,-0.4886006116867065,0.9999884366989136,0.399044394493103,0.5462170243263245,-0.4995145797729492,0.9999806880950928,0.3664082884788513,0.5631223320960999,-0.4077784717082977,0.9999628067016602,0.3858547806739807,0.6018695831298828,-0.4793376922607422,0.9999736547470092,0.3778876662254333,0.6054648160934448,-0.4540214836597442,0.9999743700027466,0.4698750674724579,0.5624454021453857,-0.4539146423339844,0.9999107122421264,0.3873219192028045,0.554436445236206,-0.2685882151126861,0.9999890327453612,0.5353578329086304,0.6773501634597778,-0.4681312143802643,0.9963156580924988,0.3685865998268127,0.6323862075805664,-0.1946229934692382,0.0693625286221504,0.5076056718826294,0.8044219017028809,-0.5011090636253357,0.9930399656295776,0.3632453978061676,0.749274730682373,-0.243504524230957,0.6313126087188721,0.5000563263893127,0.8279159665107727,-0.5570395588874817,0.9752594232559204,0.3476889133453369,0.7704617381095886,-0.2737370431423187,0.6491856575012207,0.4899289309978485,0.818202793598175,-0.5587562918663025,0.9752635955810548,0.3530870676040649,0.7722711563110352,-0.303959310054779,0.6939256191253662,0.4911114573478699,0.8106719255447388,-0.5043829679489136,0.9385168552398682,0.3638852834701538,0.7662250399589539,-0.2594980895519256,0.5938944816589355,0.5273488759994507,0.5957628488540649,-0.0600429885089397,0.9999871253967284,0.4890832006931305,0.5918842554092407,0.05999506264925,0.99998939037323,0.5788606405258179,0.6271964311599731,0.2286259233951568,0.1327717900276184,0.5486016273498535,0.6254067420959473,0.3005415797233581,0.0063717286102473,0.610029399394989,0.6215949058532715,0.5353348851203918,0.2043537348508834,0.5780656933784485,0.6162567138671875,0.6136384606361389,0.0087176375091075,0.6186876893043518,0.6119034290313721,0.5639417767524719,0.146719291806221,0.5823966264724731,0.6045404672622681,0.6466526985168457,0.0177776925265789,0.6018348932266235,0.6732736229896545,0.5154293179512024,0.3589010834693908,0.5742170214653015,0.6649796962738037,0.6151761412620544,0.0686110183596611,159.92056226380188,167.52051667557586,138.00191716129325,169.10154292119415,0.24490043864243136,0.19632023929835854
9,True,Medium,Good,0.3743095397949219,0.6321324706077576,-0.4589158594608307,0.9999727010726928,0.3730756044387817,0.6153783798217773,-0.4750594198703766,0.9999834299087524,0.3760412931442261,0.6123891472816467,-0.4752459526062011,0.9999674558639526,0.3793424963951111,0.6096043586730957,-0.4751709699630737,0.9999847412109376,0.3669367432594299,0.6179620027542114,-0.454382449388504,0.9999843835830688,0.3654813766479492,0.6167967319488525,-0.4546627700328827,0.9999754428863524,0.363574206829071,0.6154721975326538,-0.4548180699348449,0.9999914169311525,0.393498957157135,0.5822136402130127,-0.4705336093902588,0.9999748468399048,0.3686947226524353,0.5931937098503113,-0.3793605864048004,0.9999662637710572,0.3861657381057739,0.6323245167732239,-0.4482536613941192,0.9999728202819824,0.3790208697319031,0.6368981003761292,-0.4231904447078705,0.9999747276306152,0.4710964262485504,0.585686445236206,-0.420005053281784,0.9999139308929444,0.3922637104988098,0.5664945244789124,-0.2487776577472686,0.9999902248382568,0.5370169878005981,0.673642635345459,-0.4378250241279602,0.9922888875007628,0.3678022623062134,0.6299417018890381,-0.1494920402765274,0.040008008480072,0.5090180039405823,0.8046815991401672,-0.4638722836971283,0.9794263243675232,0.3621161580085754,0.7500258088111877,-0.1547925621271133,0.438415914773941,0.5002010464668274,0.8301552534103394,-0.5104199051856995,0.9335361123085022,0.3464958369731903,0.7682455778121948,-0.1740912050008773,0.42366424202919,0.4887748658657074,0.8181439638137817,-0.5118510127067566,0.935688853263855,0.3520471453666687,0.7711895704269409,-0.2010714709758758,0.4630989134311676,0.4916665852069855,0.8103858232498169,-0.4661540985107422,0.8486090302467346,0.3628402054309845,0.7666612863540649,-0.1679657399654388,0.3791580498218536,0.530083417892456,0.60640549659729,-0.0606628879904747,0.9999573230743408,0.4907983839511871,0.5939050912857056,0.0605934783816337,0.9999736547470092,0.5791343450546265,0.6361390948295593,0.2040988802909851,0.0220568645745515,0.548066258430481,0.6158667206764221,0.2956330180168152,0.0009409636259078,0.6088436245918274,0.6272490620613098,0.4736578464508056,0.0617575943470001,0.5847693681716919,0.615814745426178,0.5701509714126587,0.0033907804172486,0.6197094917297363,0.6129410862922668,0.4977657198905945,0.0694252550601959,0.5978774428367615,0.6050636768341064,0.5982080101966858,0.010532827116549,0.6011670827865601,0.6834408044815063,0.4494959115982055,0.1031118258833885,0.579114556312561,0.6711384057998657,0.5672259330749512,0.0184011384844779,164.81694919367013,170.4036471561906,131.08854997474447,161.62732356819842,0.22225418666039218,0.18599087948016685
