frame_index,is_valid_frame,pushup_phase,hips_position,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility,left_body_angle,right_body_angle,left_angle_elbow,right_angle_elbow,left_arm_distance,right_arm_distance
0,True,Low,Good,0.4017115235328674,0.5527328252792358,-0.3827552497386932,0.9995360374450684,0.3992872238159179,0.5387906432151794,-0.399049162864685,0.999766170978546,0.403721272945404,0.5346562266349792,-0.3992181420326233,0.999610722064972,0.4058431386947632,0.532050371170044,-0.3991774618625641,0.9998416900634766,0.3972286880016327,0.5376365780830383,-0.3772706091403961,0.9997802376747132,0.3969290256500244,0.5339987277984619,-0.3774850070476532,0.9996557235717772,0.3971872329711914,0.5317842364311218,-0.3776472806930542,0.9998661279678344,0.4181870222091675,0.5079004764556885,-0.4120607376098633,0.999816358089447,0.4068315029144287,0.5112351775169373,-0.3139045536518097,0.999596893787384,0.4142181873321533,0.5538282990455627,-0.3798084259033203,0.999806821346283,0.4098523259162903,0.5548736453056335,-0.352599948644638,0.9997249245643616,0.4934359490871429,0.5026309490203857,-0.373697280883789,0.999858260154724,0.4442998170852661,0.441148579120636,-0.2000455260276794,0.999823033809662,0.5746446251869202,0.507110059261322,-0.3630808889865875,0.9805912375450134,0.4832834005355835,0.4293128252029419,-0.0659767463803291,0.0019159949151799,0.5817110538482666,0.6050221920013428,-0.3510776162147522,0.5743410587310791,0.4846635460853576,0.4881107211112976,0.004486771300435,0.000444124569185,0.5749727487564087,0.6289196610450745,-0.3836969137191772,0.3169131577014923,0.4784520864486694,0.4965938627719879,-0.0010676763486117,0.0005320489872246,0.5640690326690674,0.6187850832939148,-0.3830311298370361,0.2857817113399505,0.4784558415412903,0.5100747346878052,-0.0197106152772903,0.0004849188553635,0.5644167065620422,0.6113827228546143,-0.3502987623214721,0.1336704939603805,0.4822044670581817,0.5085892677307129,-0.0029839689377695,0.0004601556574925,0.5706647038459778,0.4659659266471863,-0.0557745732367038,0.9999767541885376,0.5424526929855347,0.4428884088993072,0.0558151863515377,0.9999734163284302,0.6245959997177124,0.4701990485191345,0.1919282376766204,0.1327662914991378,0.5934441089630127,0.4452403485774994,0.2934812605381012,0.0028466861695051,0.6562188863754272,0.4462339282035827,0.4641894996166229,0.1834333539009094,0.6323490738868713,0.4334733784198761,0.5710539221763611,0.0082627153024077,0.6644860506057739,0.4327393770217895,0.490549087524414,0.1328718960285186,0.6459944844245911,0.4242742955684662,0.5993795990943909,0.0171185340732336,0.6572649478912354,0.4839997887611389,0.4594368934631347,0.1582849770784378,0.6375996470451355,0.4798494577407837,0.5837270021438599,0.0212007723748683,174.10501168491908,168.79307166052436,97.28492593443139,74.45589507701587,0.13519046105318508,0.061924739798758066
1,True,Low,Good,0.4015167355537414,0.555199384689331,-0.3971855342388153,0.9992801547050476,0.4011484980583191,0.5418421626091003,-0.4141917824745178,0.9996395111083984,0.4041070342063904,0.541069507598877,-0.4143736362457275,0.9993723034858704,0.4062225222587585,0.5372731685638428,-0.4143253266811371,0.9997707009315492,0.3975797891616821,0.5397330522537231,-0.3930968344211578,0.9996352195739746,0.397598385810852,0.5379161238670349,-0.3933187425136566,0.999394416809082,0.3973139226436615,0.5336502194404602,-0.3934918940067291,0.9997889399528505,0.4184836745262146,0.5140554904937744,-0.4282034337520599,0.9996670484542848,0.4068813323974609,0.5127264261245728,-0.3330528438091278,0.999194085597992,0.4133426547050476,0.5570806264877319,-0.3940998613834381,0.9996910095214844,0.4089648425579071,0.5573968887329102,-0.3678119778633117,0.9995301961898804,0.4942306280136108,0.5055120587348938,-0.3869154751300812,0.9996527433395386,0.4406818449497223,0.4502948522567749,-0.2152130454778671,0.9996259212493896,0.5729996562004089,0.5174831748008728,-0.3757256269454956,0.8386597037315369,0.4545453786849975,0.4457150399684906,-0.0784426033496856,0.0007564782863482,0.5809296369552612,0.6084303259849548,-0.3640768527984619,0.1998651027679443,0.4336661994457245,0.5148230195045471,-0.0044826054945588,0.0007294859387911,0.5743637084960938,0.629863977432251,-0.3977141976356506,0.0850113555788993,0.4098239839076996,0.5350889563560486,-0.011992197483778,0.0009097253205254,0.5652075409889221,0.6206761598587036,-0.3991416692733764,0.0765271633863449,0.4217917323112488,0.5398272275924683,-0.0290402173995971,0.0008640292217023,0.5663679242134094,0.6127989292144775,-0.3644845187664032,0.0334264561533927,0.4285777509212494,0.5385783910751343,-0.0119249792769551,0.0007448369869962,0.5677831172943115,0.4664838314056396,-0.0554875321686267,0.99996817111969,0.5402399301528931,0.4438928663730621,0.0555502399802207,0.9999737739562988,0.6238980889320374,0.4710549116134643,0.2020108103752136,0.0232967622578144,0.5973473191261292,0.4554572403430938,0.3000469803810119,0.0010158660588786,0.6569477915763855,0.4411877989768982,0.4914547204971313,0.0374463610351085,0.6380473971366882,0.4401046633720398,0.5887731909751892,0.0027830507606267,0.6650782823562622,0.4260532855987549,0.5191026329994202,0.0304338708519935,0.6480472087860107,0.4287903606891632,0.6179305911064148,0.0054107531905174,0.6574678421020508,0.482595145702362,0.4837565720081329,0.0348434299230575,0.63832026720047,0.4842820465564728,0.5954380035400391,0.007195075508207,174.61389908027542,175.70472844355115,103.62474385839641,54.908223634904196,0.13456926798202987,0.06490842510948966
2,False,,,0.4009445011615753,0.5528757572174072,-0.4114119112491607,0.9988139867782592,0.4005999267101288,0.5391561985015869,-0.4286031126976013,0.9991807341575624,0.4036222398281097,0.5384626984596252,-0.4287869334220886,0.998909831047058,0.407388299703598,0.5372409820556641,-0.4287381470203399,0.9994739890098572,0.3966023623943329,0.536425769329071,-0.408452421426773,0.9992538094520568,0.396268367767334,0.5340383648872375,-0.408667653799057,0.9990598559379578,0.3963988125324249,0.5317932963371277,-0.4088867604732513,0.999556839466095,0.4265041947364807,0.5149324536323547,-0.4408947229385376,0.9995688796043396,0.4064921140670776,0.5094422101974487,-0.3502483367919922,0.9988777041435242,0.4122752547264099,0.5552946329116821,-0.4069822132587433,0.9995330572128296,0.4086882472038269,0.55619877576828,-0.3819670677185058,0.9993910789489746,0.4958957433700561,0.5074254274368286,-0.3952423632144928,0.9997376799583436,0.4422276616096496,0.4414421021938324,-0.2320655733346939,0.9996529817581176,0.5906649231910706,0.509925365447998,-0.3735625743865967,0.9882605075836182,0.4668133854866028,0.4227343201637268,-0.0588294081389904,0.0042184269987046,0.5819141864776611,0.6097455024719238,-0.3549854159355163,0.8184023499488831,0.4652862250804901,0.4897273182868957,0.0520102679729461,0.0020093827042728,0.5761967897415161,0.6370339393615723,-0.3893108963966369,0.6152406334877014,0.4589471220970154,0.4986292719841003,0.0482578687369823,0.0024399349931627,0.5649792551994324,0.6236391067504883,-0.3899878263473511,0.5723594427108765,0.4566032886505127,0.5136529803276062,0.0296626966446638,0.0023066082503646,0.5655056238174438,0.6164951920509338,-0.35476154088974,0.4000454246997833,0.4649749994277954,0.5115483403205872,0.0453849025070667,0.0020509776659309,0.574206531047821,0.4699074923992157,-0.0516028590500354,0.999956488609314,0.5472709536552429,0.4406006932258606,0.0517330802977085,0.9999467134475708,0.625332772731781,0.4613688886165619,0.2544046938419342,0.0685696899890899,0.5872838497161865,0.4493717551231384,0.3330155611038208,0.0013260924024507,0.657975435256958,0.4424299895763397,0.58673095703125,0.1410574465990066,0.6217641234397888,0.4459505677223205,0.6830213665962219,0.0045004258863627,0.6687971353530884,0.4282628893852234,0.6199273467063904,0.1316729485988617,0.6307758092880249,0.4374445080757141,0.719445526599884,0.0107103874906897,0.656441330909729,0.481427937746048,0.5908207297325134,0.1012381464242935,0.6222489476203918,0.4877067506313324,0.7076854109764099,0.0101272612810134,178.16342001905176,178.29439064758088,86.50103918064582,51.425870582082396,0.1336733717306622,0.05350849878750664
3,False,,,0.4023748636245727,0.5527651906013489,-0.4151655435562134,0.9990886449813844,0.4019896686077118,0.5386709570884705,-0.433293879032135,0.9992651343345642,0.4051481485366821,0.537819504737854,-0.4334721565246582,0.999151349067688,0.4084954261779785,0.5367599725723267,-0.4334194362163543,0.9995225667953492,0.3976851105690002,0.5374687314033508,-0.4124112725257873,0.999302864074707,0.3974398374557495,0.5345611572265625,-0.4126142859458923,0.9991974234580994,0.3973014950752258,0.5325726866722107,-0.412785917520523,0.9995802044868468,0.4267750382423401,0.514789342880249,-0.4473293125629425,0.9996188879013062,0.4086986184120178,0.5106523633003235,-0.3528442680835724,0.9988343119621276,0.4132828712463379,0.5568009614944458,-0.4110410809516907,0.9995583891868592,0.4092612564563751,0.5579065680503845,-0.3849611282348633,0.9993854761123656,0.4971161484718323,0.4994115829467773,-0.4033833742141723,0.9998050332069396,0.4426724910736084,0.446491003036499,-0.2360002249479293,0.9997377991676332,0.5938719511032104,0.5077885389328003,-0.3946319818496704,0.9915997982025146,0.4642274975776672,0.4253931641578674,-0.0589844174683094,0.0044453269802033,0.5834865570068359,0.6093390583992004,-0.3879032731056213,0.8505131602287292,0.4634490311145782,0.4903157949447632,0.051681138575077,0.0020642408635467,0.5761281847953796,0.6337493062019348,-0.4241289496421814,0.6979970335960388,0.4574036002159118,0.5032764673233032,0.0496632941067218,0.0028022178448736,0.564303994178772,0.6216978430747986,-0.4239052236080169,0.6367689371109009,0.4566735625267029,0.5110192894935608,0.0306764245033264,0.002694379305467,0.5651314854621887,0.6159304976463318,-0.387761116027832,0.4738496243953705,0.4564703702926636,0.5094845294952393,0.0451891310513019,0.0023044147528707,0.5726429224014282,0.4583674073219299,-0.0557394586503505,0.9999555349349976,0.5437157154083252,0.4392285645008087,0.0558060593903064,0.9999409914016724,0.627627432346344,0.464188665151596,0.2427145093679428,0.0942534282803535,0.5878069400787354,0.4467180669307709,0.3286871016025543,0.0011911687906831,0.6596893668174744,0.4373595714569092,0.553236722946167,0.3776330053806305,0.6263004541397095,0.4368936121463775,0.6645713448524475,0.0054430477321147,0.6694204807281494,0.4267697036266327,0.5837884545326233,0.3758758008480072,0.6364645957946777,0.4263674616813659,0.6994364261627197,0.0141718927770853,0.657881498336792,0.4855804443359375,0.5481824278831482,0.177293375134468,0.6271010041236877,0.4797261655330658,0.6833289265632629,0.0080002201721072,169.56039897281755,176.2164149507253,89.10899541716026,44.92710962078319,0.13979948973385609,0.04850027836906379
4,False,,,0.4029831886291504,0.5504094362258911,-0.446593314409256,0.9987881779670716,0.4030265212059021,0.536487340927124,-0.4642061591148376,0.999159574508667,0.4060254693031311,0.5354267358779907,-0.4643937349319458,0.9989227652549744,0.4092191457748413,0.534001350402832,-0.4643351435661316,0.9994686245918274,0.3986214399337768,0.5349269509315491,-0.4424781203269958,0.9992252588272096,0.3984554409980774,0.5330128073692322,-0.4426953196525574,0.9990409016609192,0.3986360132694244,0.5310778617858887,-0.442914605140686,0.9995185136795044,0.42676442861557,0.5130653977394104,-0.4723450839519501,0.9995869994163512,0.4097196459770202,0.5097673535346985,-0.3745668232440948,0.998776376247406,0.4137340486049652,0.5554943084716797,-0.4401719570159912,0.9995500445365906,0.4097601473331451,0.5562382340431213,-0.4131318926811218,0.999403715133667,0.4972026646137237,0.5009829998016357,-0.4233533143997192,0.9997360110282898,0.4429966807365417,0.4477004408836365,-0.2432966381311416,0.9996777772903442,0.5806635618209839,0.5101655721664429,-0.4111476242542267,0.9902210235595704,0.4597818255424499,0.4325456023216247,-0.0536426827311515,0.004022879526019,0.58368319272995,0.6113730669021606,-0.4035344421863556,0.8923768401145935,0.4620367288589477,0.4939967095851898,0.0661720409989357,0.0026431935839354,0.5760045051574707,0.6349797248840332,-0.4416006505489349,0.7412719130516052,0.4567412436008453,0.5006144642829895,0.0643649771809578,0.0032797234598547,0.5643371939659119,0.6235377192497253,-0.4426973462104797,0.7053934335708618,0.4565678536891937,0.5135772228240967,0.0449113808572292,0.0031203154940158,0.5657256841659546,0.6175826191902161,-0.4038152992725372,0.5314338207244873,0.4559031724929809,0.5118892192840576,0.0596908219158649,0.002649777336046,0.5728731751441956,0.465209037065506,-0.0582005493342876,0.9999516010284424,0.5447594523429871,0.4403746724128723,0.0583369955420494,0.999941110610962,0.6265008449554443,0.4624348282814026,0.2509391009807586,0.0851723775267601,0.5847611427307129,0.4540066421031952,0.3516624271869659,0.0011267965892329,0.6597282290458679,0.4437803030014038,0.5907598733901978,0.2260729372501373,0.6183761954307556,0.4427001774311065,0.7215073704719543,0.0042877639643847,0.6698786020278931,0.4293584525585174,0.6247029304504395,0.1961096376180648,0.6270456314086914,0.4323741495609283,0.7599934339523315,0.0099086398258805,0.6594130396842957,0.4853050410747528,0.5879749059677124,0.1473738551139831,0.6189191341400146,0.4849177896976471,0.7449711561203003,0.0092929685488343,174.98005628900893,178.56424443115506,97.98754159545541,50.02348501116767,0.1402314110950888,0.0500586448896688
5,False,,,0.4039775133132934,0.5506281852722168,-0.4312743842601776,0.9989655017852784,0.4040182828903198,0.5366964936256409,-0.4500303864479065,0.999264657497406,0.407018631696701,0.53570955991745,-0.4502114355564117,0.999029278755188,0.4101742804050445,0.5343879461288452,-0.4501612484455108,0.9995429515838624,0.399551123380661,0.5349406003952026,-0.4286383986473083,0.9993332028388976,0.3994243741035461,0.5328819155693054,-0.4288508296012878,0.9991466999053956,0.3996735513210296,0.5308050513267517,-0.4290643334388733,0.9995983242988586,0.4309279322624206,0.5118770003318787,-0.4632396996021271,0.9996092915534972,0.4104844033718109,0.5090490579605103,-0.3668912351131439,0.9988596439361572,0.4147520065307617,0.5553852915763855,-0.4265602231025696,0.9996392726898192,0.410919040441513,0.5560445189476013,-0.3999371826648712,0.9995155334472656,0.4985346794128418,0.5033332705497742,-0.4129816889762878,0.9998332262039183,0.4442900419235229,0.4415768980979919,-0.2431437075138092,0.9997897744178772,0.594059407711029,0.5094950795173645,-0.3910307288169861,0.9877007007598876,0.4650810360908508,0.4221595525741577,-0.0643500164151191,0.0030784048140048,0.5845508575439453,0.6100527048110962,-0.3723542690277099,0.8043339848518372,0.4674996137619018,0.4893763661384582,0.0447097308933734,0.0012773131020367,0.5765822529792786,0.6364254951477051,-0.4077394306659698,0.5810312032699585,0.4619803726673126,0.4976426661014557,0.0412816889584064,0.0016572752501815,0.5650736093521118,0.6232081055641174,-0.4085098505020141,0.5252696871757507,0.4617668092250824,0.5128675103187561,0.0216541476547718,0.001566938823089,0.5663066506385803,0.6167848110198975,-0.3720814883708954,0.3570549786090851,0.4686261117458343,0.5105426907539368,0.0377658382058143,0.0013807727955281,0.5755338072776794,0.4662899672985077,-0.0549072697758674,0.9999758005142212,0.5481295585632324,0.4389911890029907,0.0550186932086944,0.9999706745147704,0.6342576146125793,0.4580561816692352,0.2523794174194336,0.0636781230568885,0.5950921177864075,0.4492837488651275,0.3432488441467285,0.0010057027684524,0.664587676525116,0.4419343173503876,0.5907586812973022,0.1960530877113342,0.6309265494346619,0.441012978553772,0.702742874622345,0.0047587873414158,0.6729945540428162,0.4292234778404236,0.6244454383850098,0.1777210384607315,0.6400346755981445,0.4313660860061645,0.7400445938110352,0.0103665618225932,0.6620398163795471,0.4829966127872467,0.5889325141906738,0.1305755674839019,0.6315494179725647,0.4827141463756561,0.7226240634918213,0.0100609324872493,175.1313057385655,176.6836247782332,88.2890170511875,49.01736321774068,0.1370686709257019,0.053136365794740154
6,False,,,0.4042656421661377,0.5485258102416992,-0.4197562932968139,0.9993909597396852,0.4046016931533813,0.5358151197433472,-0.4371781647205353,0.9995193481445312,0.4075154662132263,0.5352471470832825,-0.4373588562011719,0.9994163513183594,0.4105985760688782,0.5343618392944336,-0.4373025000095367,0.9996843338012696,0.4002925157546997,0.5331822633743286,-0.4173005521297455,0.9995290040969848,0.4001399576663971,0.5310609340667725,-0.4175066351890564,0.9994176626205444,0.4002476334571838,0.5290497541427612,-0.4176656007766723,0.9997001886367798,0.4299775958061218,0.5134797096252441,-0.4487572014331817,0.9997169375419616,0.4105052947998047,0.5078147649765015,-0.3589847385883331,0.9991306662559508,0.4152861535549164,0.5542742013931274,-0.414817750453949,0.9997114539146424,0.4113475084304809,0.5541790723800659,-0.3901712000370025,0.9995854496955872,0.5012150406837463,0.5017626285552979,-0.4009009599685669,0.9998072981834412,0.4435167908668518,0.4464364349842071,-0.2434087991714477,0.9997466206550598,0.5990883708000183,0.5032876133918762,-0.3921754360198974,0.9887808561325072,0.4566558599472046,0.4279774725437164,-0.0640511438250541,0.0049083442427217,0.582675039768219,0.6113935708999634,-0.3887434303760528,0.8355892300605774,0.4518777430057525,0.4971212148666382,0.056810688227415,0.0026463405229151,0.576741635799408,0.6324615478515625,-0.4243676364421844,0.6890473365783691,0.4445207715034485,0.505166232585907,0.0556088760495185,0.0033726687543094,0.5643710494041443,0.6213054060935974,-0.4247646927833557,0.6283824443817139,0.4456464648246765,0.5182010531425476,0.0369083322584629,0.0032453155145049,0.5654089450836182,0.6152576804161072,-0.3888982236385345,0.4660723209381103,0.4525693655014038,0.5170879364013672,0.0505320876836776,0.0027843890711665,0.5758178234100342,0.4643864333629608,-0.0530296899378299,0.9999494552612304,0.5474298000335693,0.436696857213974,0.0530680492520332,0.9999403953552246,0.6285128593444824,0.4682321548461914,0.2509410381317138,0.0956452190876007,0.5958156585693359,0.4498851299285888,0.3258985579013824,0.001580860116519,0.6646820902824402,0.4440513551235199,0.5621355175971985,0.4247449040412903,0.6366618275642395,0.438945859670639,0.6560214757919312,0.0086542526260018,0.6738499999046326,0.4300581514835357,0.5925813913345337,0.4096761643886566,0.6479203701019287,0.4217811822891235,0.6900230050086975,0.0184982251375913,0.6608325839042664,0.4846297204494476,0.5568618774414062,0.2060815840959549,0.6377151608467102,0.4816204011440277,0.6706346273422241,0.0117622297257184,172.68791481247771,176.9118938804539,82.25958868790838,31.49012964056958,0.1365821180470623,0.051369761848771296
7,False,,,0.4045072793960571,0.5500409603118896,-0.4222443103790283,0.9993467926979064,0.4043478369712829,0.5364986658096313,-0.4407355487346649,0.9995062351226808,0.4069676399230957,0.5355425477027893,-0.4409192502498626,0.9994180202484132,0.4097703695297241,0.5344095230102539,-0.4408625662326813,0.9996689558029176,0.400549054145813,0.5344619750976562,-0.4198931157588959,0.9995267391204834,0.4003552794456482,0.5321561694145203,-0.4200989902019501,0.9994389414787292,0.4003437459468841,0.5298709869384766,-0.4202591180801391,0.9997019171714784,0.428284227848053,0.514153003692627,-0.4553528726100921,0.999721348285675,0.4130399227142334,0.507445216178894,-0.3612708747386932,0.9991889595985411,0.4159389138221741,0.5547851324081421,-0.4182228744029999,0.9996670484542848,0.4116007685661316,0.5549120903015137,-0.3923298120498657,0.9995310306549072,0.5009205937385559,0.5042978525161743,-0.4084162414073944,0.9998446702957152,0.4438180923461914,0.4420292377471924,-0.2439160645008087,0.9997804760932922,0.6014888882637024,0.5015974044799805,-0.3949545919895172,0.9902552962303162,0.4681442081928253,0.4174804091453552,-0.0618647038936615,0.0036193788982927,0.5821847915649414,0.6115641593933105,-0.3828814625740051,0.7922527194023132,0.467137336730957,0.4823640584945678,0.0616821311414241,0.0010745652252808,0.576021134853363,0.6316023468971252,-0.4171228110790252,0.6303113698959351,0.4578744769096374,0.4950771629810333,0.0618326626718044,0.0014535007067024,0.5640196800231934,0.6215443015098572,-0.4165778458118438,0.5605834722518921,0.4581160247325897,0.5029966235160828,0.0433847568929195,0.0013589347945526,0.5644713044166565,0.6154258251190186,-0.3822860717773437,0.3970157504081726,0.4671093821525574,0.502371609210968,0.0557388737797737,0.0012283371761441,0.5764217376708984,0.4656180739402771,-0.055083081126213,0.9999632835388184,0.5482417345046997,0.4365935921669006,0.0551361292600631,0.9999526739120485,0.6308039426803589,0.4670899212360382,0.254267156124115,0.1473414152860641,0.5969306230545044,0.4427110254764557,0.3317445814609527,0.0023287150543183,0.6655797958374023,0.4416123032569885,0.5723260045051575,0.5301348567008972,0.6387163996696472,0.434435486793518,0.6709781885147095,0.0135073401033878,0.6744597554206848,0.428027480840683,0.6037041544914246,0.5041338801383972,0.6509096026420593,0.4188688099384308,0.7061792016029358,0.0287698656320571,0.6621406078338623,0.4857367277145386,0.5697497725486755,0.2743379473686218,0.6407811641693115,0.4778384268283844,0.6894295811653137,0.0169479697942733,173.85186948470812,173.18467038966918,78.5053377872461,43.849866372434235,0.13457314159751893,0.046590609819998366
8,False,,,0.4044936895370483,0.5480161309242249,-0.4330260753631592,0.9993166923522948,0.4045144617557525,0.5345920324325562,-0.4504262804985046,0.9994934797286988,0.4074192643165588,0.5335744023323059,-0.4506116211414337,0.9993174076080322,0.4104971289634704,0.5322062969207764,-0.4505548477172851,0.9996739625930786,0.4000571072101593,0.5326395630836487,-0.4303969740867615,0.9995063543319702,0.3998704552650451,0.530716061592102,-0.4306066334247589,0.99932861328125,0.3999939858913421,0.5288702845573425,-0.4307751059532165,0.9996837377548218,0.4292799234390259,0.511516809463501,-0.4603661596775055,0.9996429681777954,0.4110502302646637,0.5072662234306335,-0.370028018951416,0.9989047050476074,0.4164091944694519,0.5531436204910278,-0.427332729101181,0.9996591806411744,0.4119942188262939,0.5537676215171814,-0.4025502800941467,0.999515414237976,0.5024958848953247,0.5031580328941345,-0.4117641448974609,0.9996802806854248,0.4440872073173523,0.4435950815677643,-0.2470413595438003,0.9996135830879213,0.5937657952308655,0.5069981217384338,-0.4071036577224731,0.9640976786613464,0.4526397585868835,0.4361145496368408,-0.0722237005829811,0.0022523475345224,0.5819078683853149,0.6111975908279419,-0.4089285731315613,0.6925066113471985,0.4415777623653412,0.5109858512878418,0.0369374603033065,0.0029318933375179,0.5753806829452515,0.6322844624519348,-0.4474632441997528,0.4682050049304962,0.4257950186729431,0.5291850566864014,0.0325769633054733,0.0037096047308295,0.5630335807800293,0.620608925819397,-0.4483233690261841,0.4190956354141235,0.4289310574531555,0.5344327092170715,0.0128623927012085,0.0036798126529902,0.5636084675788879,0.6146200299263,-0.4096381962299347,0.268303781747818,0.441273421049118,0.5335465669631958,0.0295531246811151,0.0030846584122627,0.5768370628356934,0.4645267128944397,-0.0544028244912624,0.9999396800994872,0.5480791330337524,0.4370877146720886,0.054446555674076,0.999935507774353,0.6314204335212708,0.470789223909378,0.2474347054958343,0.0388875044882297,0.5963897705078125,0.4551525115966797,0.3371825218200683,0.0008818061323836,0.6660649180412292,0.4456404447555542,0.568588376045227,0.1520098596811294,0.6360458135604858,0.4410269558429718,0.6767794489860535,0.0034144415985792,0.676232099533081,0.4323405027389526,0.5997219681739807,0.138933852314949,0.6463049054145813,0.4299952685832977,0.7114515900611877,0.0071728122420609,0.6623969674110413,0.4849362075328827,0.5615041851997375,0.0786954462528228,0.635574221611023,0.4830622673034668,0.6902308464050293,0.0055844564922153,170.48444763776573,179.45074837208293,85.91689634437142,40.42080471774049,0.134085081945558,0.06743747591237154
9,False,,,0.4040934443473816,0.5478407144546509,-0.432962417602539,0.9989523887634276,0.4038829505443573,0.5346102118492126,-0.4505179524421692,0.9991969466209412,0.4068350791931152,0.5338224172592163,-0.4507032036781311,0.9989421963691713,0.4097936153411865,0.5327352285385132,-0.4506465494632721,0.9994910955429076,0.3993371129035949,0.5323198437690735,-0.4304108321666717,0.9992138147354126,0.3991116881370544,0.5303726196289062,-0.4306181073188782,0.9989359974861144,0.3992326855659485,0.528501570224762,-0.4307881891727447,0.9994925260543824,0.4288154542446136,0.5119380354881287,-0.4611514806747436,0.999460756778717,0.4102523028850555,0.5072383880615234,-0.3702588677406311,0.998285472393036,0.4155819714069366,0.5532360076904297,-0.4275306761264801,0.9995198249816896,0.4114256501197815,0.55352383852005,-0.4025992751121521,0.9993115663528442,0.5012059211730957,0.5022646188735962,-0.4136984646320343,0.9996682405471802,0.4439039230346679,0.4435565173625946,-0.2469735592603683,0.999576985836029,0.5935436487197876,0.5090864300727844,-0.4110972285270691,0.9663365483283995,0.4539369642734527,0.4330089390277862,-0.0681760311126709,0.0024321852251887,0.5807098150253296,0.6116412281990051,-0.4128357172012329,0.6669726371765137,0.4433373212814331,0.5081589818000793,0.0469541922211647,0.0023043456021696,0.5746049880981445,0.6324992179870605,-0.4506411850452423,0.4363304376602173,0.4261587858200073,0.5274484753608704,0.044221993535757,0.0028481648769229,0.5624711513519287,0.6209946870803833,-0.4510471820831299,0.3873101472854614,0.4366275072097778,0.5286833643913269,0.0245814118534326,0.0028254690114408,0.5636166334152222,0.6148172616958618,-0.4132263362407684,0.2441162019968032,0.4429382383823395,0.5303985476493835,0.0398629307746887,0.002400474390015,0.5759361386299133,0.4651754200458526,-0.0554731450974941,0.9999287128448486,0.5475993752479553,0.4378426074981689,0.055509302765131,0.9999217987060548,0.6309320330619812,0.4676064550876617,0.2453222274780273,0.032102596014738,0.5948319435119629,0.4518669545650482,0.341331273317337,0.0006940583698451,0.6650795936584473,0.4437898397445678,0.5602586269378662,0.1605920940637588,0.6354703307151794,0.4355710744857788,0.6746585965156555,0.0035942771937698,0.675770103931427,0.4296998977661133,0.5907163619995117,0.1487559974193573,0.6470768451690674,0.4212173521518707,0.7085819244384766,0.0077283163554966,0.6631841063499451,0.4850180745124817,0.5515159964561462,0.0824094340205192,0.6365692019462585,0.4799384474754333,0.6868214011192322,0.0057268678210675,173.16685736001517,173.6660506258231,87.09229024751374,35.539439986849935,0.1352187553750973,0.06460494910564708
