frame_index,is_valid_frame,pushup_phase,hips_position,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility,left_body_angle,right_body_angle,left_angle_elbow,right_angle_elbow
0,True,High,Good,0.2129639685153961,0.3049711883068084,-0.098340019583702,0.9999653100967408,0.2002875506877899,0.2818613648414612,-0.1250736564397812,0.9999104738235474,0.2005907893180847,0.2763258218765259,-0.1253187656402588,0.9999167919158936,0.2008486092090606,0.2708209455013275,-0.1251407414674759,0.9999103546142578,0.2006502151489257,0.2856160998344421,-0.0884115174412727,0.9999526739120485,0.2013018727302551,0.2829936146736145,-0.0889268592000007,0.9999666213989258,0.2019495666027069,0.280592679977417,-0.0890156701207161,0.999974250793457,0.2096138596534729,0.2278708219528198,-0.1716976165771484,0.9999173879623412,0.2098167240619659,0.2383452653884887,-0.0049477932043373,0.999959111213684,0.2298025488853454,0.2909703254699707,-0.1030265688896179,0.9996058344841005,0.2313982844352722,0.29627525806427,-0.0575329847633838,0.9996771812438964,0.2845578789710998,0.2435209155082702,-0.2210883051156997,0.9998018145561218,0.3206817507743835,0.2123491466045379,0.1422571688890457,0.999382734298706,0.2947226762771606,0.4909951984882355,-0.2708936631679535,0.9461878538131714,0.3442398309707641,0.4405757188796997,0.1720521748065948,0.0314903035759925,0.2962421774864197,0.7194235324859619,-0.2406224906444549,0.9598026275634766,0.3329856395721435,0.6375707387924194,0.1015293598175048,0.1753590553998947,0.2684149146080017,0.7381592988967896,-0.2839447855949402,0.9653502702713012,0.3066666722297668,0.6412855386734009,0.0962013155221939,0.2412405610084533,0.2670446038246155,0.7233603000640869,-0.2623108923435211,0.964490532875061,0.3050969839096069,0.6506215333938599,0.0563591867685318,0.2467399090528488,0.2783724665641784,0.7187889218330383,-0.2310896813869476,0.9388247728347778,0.3148002624511719,0.6555708646774292,0.081088587641716,0.2247345745563507,0.5474693179130554,0.336344450712204,-0.1070038974285125,0.9997811913490297,0.5493607521057129,0.3123756945133209,0.1068715378642082,0.9996808767318726,0.7056658267974854,0.4771491587162018,-0.0109266657382249,0.7970465421676636,0.689448893070221,0.459095686674118,0.1797622293233871,0.0306441932916641,0.8778406977653503,0.5587024688720703,0.0486974641680717,0.9289201498031616,0.8419373631477356,0.5280079245567322,0.2754398584365845,0.1203259900212287,0.9122716188430786,0.5651434063911438,0.0480387210845947,0.9479410648345948,0.8762235045433044,0.5327930450439453,0.2821013033390045,0.2532983124256134,0.848814845085144,0.6822628378868103,-0.0328072533011436,0.9458137154579164,0.823106050491333,0.6503735184669495,0.225735455751419,0.3561758399009704,192.64927492430965,190.3683870884947,181.970928791337,189.16304734044493
1,True,High,Good,0.2108111381530761,0.3027860820293426,-0.0785986706614494,0.9999284744262696,0.1985378265380859,0.2777409553527832,-0.1094342172145843,0.999819815158844,0.1991594731807708,0.2725353538990021,-0.1097028031945228,0.9998421669006348,0.1997668445110321,0.2675008773803711,-0.1095382124185562,0.9998375177383424,0.1987724602222442,0.2798307240009308,-0.0713740736246109,0.9999006986618042,0.1996873915195465,0.2764593660831451,-0.0718886777758598,0.9999328851699828,0.2006788253784179,0.2731407582759857,-0.0719760954380035,0.9999488592147828,0.2100180685520172,0.2260245978832245,-0.1754076778888702,0.9998674392700196,0.2102589607238769,0.2318027019500732,-0.0019046703819185,0.9999244213104248,0.2281796634197235,0.2918420433998108,-0.0904226899147033,0.9994421601295472,0.2296296954154968,0.2955498695373535,-0.0429939366877079,0.999517560005188,0.2887044548988342,0.2310633063316345,-0.2321483045816421,0.9997783303260804,0.3266038298606872,0.2147536873817443,0.1370710879564285,0.9990849494934082,0.2977717816829681,0.4827136695384979,-0.2877522110939026,0.9576547145843506,0.3466671109199524,0.4464211463928222,0.1631071269512176,0.0249367989599704,0.2964231073856354,0.7189782857894897,-0.2653661668300628,0.9676066637039183,0.3322004079818725,0.6450743675231934,0.0944234281778335,0.1001065596938133,0.26770880818367,0.7364770174026489,-0.3117113709449768,0.9720776081085204,0.3051964044570923,0.6465131044387817,0.0892822816967964,0.1460426598787307,0.265988290309906,0.7232341170310974,-0.2880790531635284,0.9711619019508362,0.3027710914611816,0.6567730903625488,0.0481988377869129,0.1516848653554916,0.2774518430233001,0.7196484208106995,-0.255474716424942,0.9476191401481628,0.3128666281700134,0.6624860763549805,0.0733264461159706,0.1409335732460022,0.548232913017273,0.3385322988033294,-0.1077577918767929,0.999796450138092,0.5508215427398682,0.3169224560260772,0.1076613068580627,0.9996548891067504,0.7028274536132812,0.4764155447483063,-0.0019031103001907,0.7800933718681335,0.6933684349060059,0.4579028189182281,0.1855806112289428,0.0229979157447814,0.8710579872131348,0.554290771484375,0.0691155046224594,0.9302617907524108,0.8435648679733276,0.5308041572570801,0.2781578600406647,0.1131255105137825,0.912422239780426,0.5634523630142212,0.0689709857106208,0.9502725601196288,0.8818982839584351,0.5345360636711121,0.2840099036693573,0.2572512626647949,0.8433996438980103,0.6733288168907166,-0.0153485443443059,0.9475821256637572,0.8251122236251831,0.6473850011825562,0.2223302125930786,0.3653067648410797,189.20498847475258,188.81931802741605,182.3906163061385,189.11483165702091
2,True,High,Good,0.2090568542480468,0.2972849011421203,-0.0733915567398071,0.999897599220276,0.1965261697769165,0.2711929678916931,-0.1053727716207504,0.9997369647026062,0.1972496807575225,0.2666910290718078,-0.1056443601846695,0.9997666478157043,0.1980336904525756,0.2622681260108948,-0.1054722592234611,0.9997592568397522,0.1964199841022491,0.2718226015567779,-0.067204400897026,0.999864101409912,0.1972599625587463,0.2683284878730774,-0.0677269697189331,0.9999113082885742,0.1982604563236236,0.2646600306034088,-0.0678181424736976,0.9999350309371948,0.2090374827384948,0.2223773598670959,-0.1764809042215347,0.9998111128807068,0.2091977000236511,0.2243324816226959,-0.0023196632973849,0.9999064207077026,0.2264189422130584,0.2882371246814728,-0.0869186520576477,0.9993045330047609,0.2279390394687652,0.2905395328998565,-0.0393147058784961,0.9994528889656068,0.2885370254516601,0.2331870198249817,-0.2346529066562652,0.9997588992118835,0.3255651593208313,0.2094709277153015,0.137287437915802,0.9992081522941588,0.2995843291282654,0.4766817092895508,-0.2830434441566467,0.9460784792900084,0.3477477133274078,0.4391078352928161,0.1712673604488372,0.0227699391543865,0.2971927523612976,0.7132453918457031,-0.2533299326896667,0.9514173865318298,0.3340825140476227,0.639853835105896,0.1043503582477569,0.1146186664700508,0.2672746777534485,0.7327604293823242,-0.2987278401851654,0.9588446617126464,0.3084856867790222,0.6399105787277222,0.0990426242351532,0.1682318150997162,0.2665065228939056,0.7174840569496155,-0.2759016156196594,0.9575905203819276,0.3060081005096435,0.6503418684005737,0.057793166488409,0.1745861023664474,0.2777146399021148,0.7144453525543213,-0.2434084415435791,0.9257416725158693,0.314963161945343,0.6567736864089966,0.0833443775773048,0.1611792147159576,0.5495443344116211,0.3428905308246612,-0.1087742075324058,0.9997928738594056,0.5528718829154968,0.3148179352283478,0.1086590215563774,0.9996740818023682,0.7069938778877258,0.4710395038127899,0.0048408475704491,0.736147403717041,0.6957787871360779,0.4497758746147156,0.2031344175338745,0.0180933568626642,0.8746465444564819,0.5525063276290894,0.0850868299603462,0.9079236388206482,0.8461225628852844,0.5291805863380432,0.3066017925739288,0.0949845612049102,0.9143214225769044,0.5601758360862732,0.0858378484845161,0.9330784678459167,0.8801606893539429,0.532296359539032,0.3136273622512817,0.2192119508981704,0.8452699184417725,0.6750913262367249,-0.0022377562709152,0.930898666381836,0.8259996175765991,0.6516726016998291,0.2504650056362152,0.316928893327713,187.98340423658198,188.7377134810524,183.17693696515073,189.41179594520955
3,True,High,Good,0.2110174596309662,0.29580157995224,-0.080493226647377,0.9998918771743774,0.1983973085880279,0.2720361351966858,-0.112609215080738,0.9997159838676452,0.199375033378601,0.2652943432331085,-0.1128714978694915,0.9997496008872986,0.2003121674060821,0.2592120170593261,-0.112699493765831,0.9997287392616272,0.1983760595321655,0.2742893099784851,-0.0745272412896156,0.9998565912246704,0.1992357075214386,0.2706417441368103,-0.0750563070178031,0.999908208847046,0.2003754675388336,0.26624196767807,-0.0751575455069542,0.9999324083328248,0.2121464312076568,0.2191234827041626,-0.1811465322971344,0.9998134970664978,0.2120400071144104,0.2232317924499511,-0.0077178655192255,0.9999144077301024,0.2280652821063995,0.286751389503479,-0.0927905365824699,0.9993225336074828,0.2291934192180633,0.2907087802886963,-0.0453415252268314,0.9994691014289856,0.2877009212970733,0.231457382440567,-0.2355625182390213,0.9997994303703308,0.3265219330787658,0.2014419138431549,0.1327351033687591,0.9993959665298462,0.3010790944099426,0.4740108549594879,-0.2825043201446533,0.955211579799652,0.3491195440292358,0.4320767819881439,0.1710376441478729,0.0224536396563053,0.2982811331748962,0.7081878185272217,-0.2486049085855484,0.9644612073898317,0.3355080485343933,0.6291080713272095,0.1053449064493179,0.1690508425235748,0.2702254951000213,0.7271369695663452,-0.2927453517913818,0.9700333476066588,0.3092055916786194,0.6332874298095703,0.0997133627533912,0.2550989985466003,0.2686317861080169,0.7137917280197144,-0.2699603736400604,0.968969225883484,0.3079776167869568,0.6420152187347412,0.0591774582862854,0.2598869502544403,0.2802384793758392,0.7084321975708008,-0.2386366128921508,0.9457307457923888,0.31667560338974,0.647000789642334,0.0848180279135704,0.2397156357765197,0.5541998147964478,0.3421392440795898,-0.10921161621809,0.999855637550354,0.556209921836853,0.3155066967010498,0.109093889594078,0.9997817873954772,0.7112583518028259,0.4756564199924469,0.0184757318347692,0.7917470335960388,0.6979957818984985,0.4525231122970581,0.2224170863628387,0.0213622078299522,0.8787201642990112,0.5526023507118225,0.1170305237174034,0.9315928816795348,0.8435332179069519,0.5262499451637268,0.3394244313240051,0.1094161719083786,0.9134576320648192,0.5551862716674805,0.1205096021294593,0.9496645331382751,0.879353404045105,0.5331845283508301,0.3483906388282776,0.2441972643136978,0.8493226170539856,0.6732000112533569,0.0425821915268898,0.9498947858810424,0.8249932527542114,0.6420446634292603,0.2930326461791992,0.3541642427444458,188.1147785067406,187.5558897265526,183.8415232340324,189.5478610629366
4,True,High,Good,0.2108747363090515,0.2922501564025879,-0.066773310303688,0.9999045133590698,0.199345976114273,0.2671079635620117,-0.0989537984132766,0.9997578263282776,0.2000928521156311,0.2598433196544647,-0.0992109775543212,0.9997865557670592,0.2006340026855468,0.2534775137901306,-0.0990251004695892,0.9997708201408386,0.1994042694568634,0.2699917554855346,-0.061627097427845,0.9998748302459716,0.2001630365848541,0.2662463784217834,-0.0621533766388893,0.99992036819458,0.2009704411029815,0.2617267370223999,-0.0622433237731456,0.9999406337738036,0.2109632492065429,0.2131830304861068,-0.1701866835355758,0.999826729297638,0.2112504839897155,0.2173043489456176,-3.5436565667623654e-05,0.99991774559021,0.2289892733097076,0.2811876833438873,-0.0801081731915474,0.999305009841919,0.2303504943847656,0.2858836948871612,-0.0336818769574165,0.9994636178016664,0.287846565246582,0.2240959703922271,-0.2262294143438339,0.9998086094856262,0.3267796635627746,0.202933669090271,0.1361418962478637,0.9993083477020264,0.3030288219451904,0.466244101524353,-0.2749326527118683,0.9528201818466188,0.3504881262779236,0.4320025742053985,0.1657297313213348,0.0192483868449926,0.2984320521354675,0.7044183015823364,-0.2464868575334549,0.9570693969726562,0.3364275991916656,0.630152702331543,0.0963883399963378,0.1149660944938659,0.2699239253997803,0.7225220799446106,-0.2907293140888214,0.9635425209999084,0.3096089363098144,0.6326160430908203,0.0909093096852302,0.1744335442781448,0.2676373422145843,0.7108544707298279,-0.2688764333724975,0.9624889492988586,0.3075575828552246,0.6422404050827026,0.050508115440607,0.1807024925947189,0.2792340815067291,0.7074775099754333,-0.2369430214166641,0.9330571293830872,0.315527468919754,0.6500924825668335,0.075743667781353,0.1636361181735992,0.550224781036377,0.3404928743839264,-0.1058067306876182,0.9998090863227844,0.5542919039726257,0.3157048523426056,0.1057023853063583,0.9996861219406128,0.7063746452331543,0.4740057587623596,-0.0040184734389185,0.7741310596466064,0.6974637508392334,0.4439856112003326,0.1971335709095001,0.016726765781641,0.8782849311828613,0.54823237657547,0.0590960346162319,0.9227011203765868,0.8461783528327942,0.5171887278556824,0.2910457253456116,0.0894605815410614,0.9163643717765808,0.5537821054458618,0.0582537911832332,0.9438011050224304,0.8796288371086121,0.5202211141586304,0.2971143722534179,0.2065352946519851,0.8452298641204834,0.6692617535591125,-0.0304617062211036,0.9449146389961244,0.8240088224411011,0.6423492431640625,0.2348575443029403,0.3124946057796478,186.29915394731012,185.78838972475754,184.69332032757418,189.96787721822852
5,True,High,Good,0.2118234634399414,0.2877001464366913,-0.0653375312685966,0.9999247789382936,0.199594497680664,0.2631343901157379,-0.097277745604515,0.9997915625572203,0.2002789080142974,0.2574155032634735,-0.0975238233804702,0.9998134970664978,0.2010867297649383,0.2510333955287933,-0.0973413214087486,0.9997952580451964,0.1996760368347168,0.2645648121833801,-0.0601903833448886,0.999895453453064,0.2004227340221405,0.2610889077186584,-0.0607153810560703,0.9999332427978516,0.2015483975410461,0.2563971281051636,-0.0608053989708423,0.9999501705169678,0.2132679522037506,0.2127611488103866,-0.1671620011329651,0.999858021736145,0.2138603329658508,0.2139433026313781,0.001549729029648,0.9999362230300904,0.2289247512817382,0.278067409992218,-0.0779996737837791,0.9994650483131408,0.2301468253135681,0.2806015312671661,-0.0319432169198989,0.9995926022529602,0.2880845069885254,0.2286542356014251,-0.2238711565732956,0.9998552799224854,0.3258849382400512,0.194060280919075,0.1383740156888961,0.9995654225349426,0.3012668490409851,0.4705255925655365,-0.2666443586349487,0.9590262174606324,0.3519483208656311,0.4244368374347687,0.1712586134672165,0.0213642921298742,0.3011179268360138,0.7062932252883911,-0.2248834371566772,0.9672585725784302,0.3382155299186706,0.6244788765907288,0.1046052798628807,0.1856793165206909,0.270742118358612,0.724750280380249,-0.2668680846691131,0.9717849493026732,0.3127095103263855,0.6272862553596497,0.0990345552563667,0.2768514454364776,0.2690747678279876,0.7117516994476318,-0.2449849247932434,0.9710121750831604,0.3111269474029541,0.6360831260681152,0.0591179318726062,0.2821815013885498,0.2814422845840454,0.7067296504974365,-0.2149386703968048,0.949732780456543,0.3191344738006592,0.6424546241760254,0.08430777490139,0.2589408457279205,0.5527956485748291,0.3490133285522461,-0.1065699607133865,0.9998315572738647,0.5577303171157837,0.312086820602417,0.1064503416419029,0.9997546076774596,0.7091795206069946,0.4757066965103149,0.0175951905548572,0.7377297878265381,0.701565682888031,0.441849946975708,0.2100860774517059,0.0156053882092237,0.8791165947914124,0.5514094829559326,0.1033267527818679,0.8964348435401917,0.8517844676971436,0.5210777521133423,0.3169463872909546,0.0739615634083747,0.9160703420639038,0.5588901042938232,0.1054864302277565,0.9313845634460448,0.8848832249641418,0.5266164541244507,0.3247448801994324,0.1820038557052612,0.8432910442352295,0.6761119961738586,0.0291185621172189,0.9270828366279602,0.8264665603637695,0.6417078971862793,0.2697978615760803,0.2657245397567749,185.56617706608256,186.27527267562476,183.1558079957879,190.3818127316423
6,True,High,Good,0.210982084274292,0.2875071763992309,-0.0659201890230178,0.9999334812164308,0.1985563337802887,0.2619057893753052,-0.0978355854749679,0.9998183846473694,0.1992256939411163,0.2567631006240845,-0.0980784520506858,0.999837040901184,0.1996838152408599,0.2506941258907318,-0.0979025438427925,0.999824583530426,0.1986304223537445,0.2626625895500183,-0.0605169460177421,0.9999083280563354,0.19948810338974,0.2592135369777679,-0.0610303655266761,0.9999405145645142,0.200438767671585,0.2545470595359802,-0.0611119754612445,0.9999556541442872,0.2131584584712982,0.2123471349477768,-0.167962297797203,0.9998769760131836,0.2134886384010315,0.2137927561998367,0.0019483902724459,0.999941349029541,0.2288385927677154,0.2783324420452118,-0.0788312256336212,0.9995446801185608,0.229784220457077,0.2797250151634216,-0.0324536599218845,0.9996488094329834,0.2900121212005615,0.2319984287023544,-0.2269174009561538,0.9998475313186646,0.3268581628799438,0.1984570324420929,0.1415160596370697,0.9995369911193848,0.3001994490623474,0.4764592051506042,-0.2671622633934021,0.9533131122589112,0.3525097072124481,0.4299176037311554,0.1755713820457458,0.0209673438221216,0.3003363609313965,0.7046823501586914,-0.2240605056285858,0.9614719152450562,0.3393796682357788,0.6220734119415283,0.1090111061930656,0.1636023074388504,0.271772563457489,0.7226462364196777,-0.2660623490810394,0.967646300792694,0.3131757974624634,0.6249980330467224,0.1036243885755539,0.2526172995567322,0.2700868248939514,0.7100585699081421,-0.2451442331075668,0.966839075088501,0.3118470311164856,0.6347850561141968,0.063306376338005,0.2571331560611725,0.2820881307125091,0.7052436470985413,-0.2143612951040268,0.9425079226493835,0.3199976086616516,0.6411131620407104,0.0884495601058006,0.2377386391162872,0.5539950132369995,0.3490468263626098,-0.1075067594647407,0.9998177886009216,0.5575037598609924,0.3187834918498993,0.1073811873793602,0.9997352957725524,0.7135899066925049,0.4777991771697998,0.0020672148093581,0.7597202658653259,0.7039328217506409,0.4476144313812256,0.2021041959524154,0.0194859337061643,0.8854203224182129,0.5531734228134155,0.0794690996408462,0.9079574346542358,0.8557707071304321,0.5241300463676453,0.3012353479862213,0.0910531878471374,0.918376326560974,0.557770848274231,0.080454833805561,0.9329755306243896,0.8868051171302795,0.5236586332321167,0.3080815374851227,0.2080505043268203,0.8494832515716553,0.6738427877426147,-0.0019597031641751,0.9340597987174988,0.8328275680541992,0.6473248600959778,0.2501662969589233,0.303128570318222,185.89263471587265,184.3370605604846,182.3519141997371,190.23293446376962
7,True,High,Good,0.2075667679309845,0.2830377221107483,-0.0800366550683975,0.999934196472168,0.1960942149162292,0.2568399310111999,-0.1118828803300857,0.9998111128807068,0.1966885328292846,0.2511756122112274,-0.1121239811182022,0.999829649925232,0.1973041594028473,0.2457801103591919,-0.1119547337293624,0.9998183846473694,0.1963739991188049,0.2591526210308075,-0.0746599957346916,0.9999080896377563,0.1972990036010742,0.2559878230094909,-0.0751777291297912,0.9999405145645142,0.198539912700653,0.2520250976085663,-0.0752640515565872,0.9999562501907348,0.2139143943786621,0.207466185092926,-0.1802900433540344,0.9998776912689208,0.2142443358898162,0.212571382522583,-0.0107489675283432,0.9999443292617798,0.2267036736011505,0.2777798175811767,-0.0923639982938766,0.9995998740196228,0.2278993129730224,0.2784228920936584,-0.0460771210491657,0.99969220161438,0.2918457984924316,0.2306749522686004,-0.2348563969135284,0.999842882156372,0.3300873041152954,0.1995753645896911,0.1293924450874328,0.9995585083961488,0.2998046278953552,0.4755851626396179,-0.2709008753299713,0.952518343925476,0.3526167869567871,0.4370537996292114,0.1714962571859359,0.0206925123929977,0.2972707152366638,0.7102223634719849,-0.2254075109958648,0.961644411087036,0.3373317122459411,0.632394552230835,0.115518033504486,0.1570017486810684,0.2712565064430237,0.7264284491539001,-0.2675691843032837,0.9677624106407166,0.3118788599967956,0.6367788314819336,0.1113664656877517,0.2466155439615249,0.2688271403312683,0.7178661823272705,-0.2456790059804916,0.967173397541046,0.3105587363243103,0.6455637216567993,0.0695383250713348,0.252470314502716,0.280143529176712,0.7125095129013062,-0.2154360860586166,0.9437849521636964,0.318846046924591,0.6508264541625977,0.0946335718035698,0.2358939498662948,0.5551508069038391,0.3478145003318786,-0.1055579334497451,0.99978107213974,0.5593964457511902,0.3221141397953033,0.1054336279630661,0.9996957778930664,0.7133674621582031,0.4853761792182922,0.0051485607400536,0.6993534564971924,0.7079554796218872,0.4512336850166321,0.1974167674779892,0.0148756140843033,0.8858761191368103,0.5596214532852173,0.0896795243024826,0.8748842477798462,0.8584132194519043,0.5301414728164673,0.2890106439590454,0.0745740085840225,0.9203462600708008,0.5656993389129639,0.0915588289499282,0.917402982711792,0.8956054449081421,0.5352208018302917,0.2950961887836456,0.1780317276716232,0.853256106376648,0.6810431480407715,0.0092811277136206,0.9156542420387268,0.8356595039367676,0.6540431976318359,0.2323467433452606,0.2737838923931122,186.8379700233352,184.24937429512806,182.4800108588509,189.89358618986256
8,True,High,Good,0.2102023661136627,0.2870725393295288,-0.1109200492501258,0.9999693632125854,0.1981118321418762,0.2612630128860473,-0.1368961632251739,0.9999117851257324,0.1992028057575225,0.2545866072177887,-0.1371294111013412,0.9999181032180786,0.2002292871475219,0.2484173476696014,-0.1369541585445404,0.9999101161956788,0.1979870200157165,0.2649605274200439,-0.1005777791142463,0.9999548196792604,0.1988770961761474,0.2623388171195984,-0.1010951027274131,0.999968647956848,0.2000140845775604,0.2589400112628937,-0.1011804267764091,0.9999756813049316,0.2168476283550262,0.2084008306264877,-0.181087777018547,0.9999232292175292,0.2161795794963836,0.2176117151975631,-0.0159275662153959,0.9999620914459229,0.2298670411109924,0.2809289693832397,-0.1147851049900055,0.999661922454834,0.2305352389812469,0.2833272516727447,-0.069762997329235,0.999733865261078,0.2925823330879211,0.2363877296447754,-0.2245919108390808,0.9998387098312378,0.3300999104976654,0.2030277550220489,0.1321254819631576,0.9995608925819396,0.3002542853355407,0.4848259687423706,-0.2637504041194916,0.9364807605743408,0.3528392910957336,0.4375491738319397,0.1652347594499588,0.019190214574337,0.2973056733608246,0.7125903964042664,-0.2249532639980316,0.955616295337677,0.3355582356452942,0.6325798034667969,0.0961624905467033,0.1661107242107391,0.2700208127498626,0.732001781463623,-0.2676599621772766,0.9636713862419128,0.3107309937477112,0.6315767168998718,0.0899661853909492,0.2547557651996612,0.268058568239212,0.7211830019950867,-0.2464756369590759,0.9631691575050354,0.3093126118183136,0.6414529085159302,0.0492552258074283,0.2592737376689911,0.2792924046516418,0.7160775065422058,-0.2155221849679947,0.9370015859603882,0.3177917599678039,0.6481133699417114,0.0754382759332656,0.2377714663743972,0.5537014603614807,0.3539908528327942,-0.1046344563364982,0.9997716546058656,0.5584385991096497,0.31962651014328,0.1044800579547882,0.9996813535690308,0.7116236686706543,0.4861655831336975,-0.000321121624438,0.7194505333900452,0.7072166800498962,0.4471722841262817,0.1855496019124984,0.0181352663785219,0.8867238163948059,0.5651033520698547,0.0636847540736198,0.8929749131202698,0.856681227684021,0.5336707830429077,0.2760677933692932,0.0891768038272857,0.9234663248062134,0.5747150778770447,0.0633462592959404,0.9267905950546264,0.8909957408905029,0.5391626358032227,0.2821809649467468,0.2000205814838409,0.8504467606544495,0.689044713973999,-0.0179680977016687,0.9256296753883362,0.8326085805892944,0.6526914834976196,0.2234772741794586,0.3014456629753113,186.58839818996958,186.37996889630284,182.51047605916477,190.6017077724027
9,True,High,Good,0.2109968662261963,0.2917243540287018,-0.0728948712348938,0.9999223947525024,0.1988491415977478,0.2652316093444824,-0.1022267714142799,0.999800741672516,0.1996440589427948,0.2596092820167541,-0.1024762541055679,0.9998195767402648,0.200676679611206,0.2526282668113708,-0.1023076623678207,0.9998146891593932,0.1989249587059021,0.2675168514251709,-0.0662001818418502,0.999897003173828,0.1996171772480011,0.2652043402194977,-0.0667197257280349,0.9999310970306396,0.2004785537719726,0.2621762752532959,-0.0667993798851966,0.9999498128890992,0.2147650420665741,0.2113985866308212,-0.1643634140491485,0.9998480081558228,0.2144650816917419,0.2167503535747528,-3.34574724547565e-05,0.999924898147583,0.2283860743045807,0.2822341918945312,-0.0833943858742713,0.99941885471344,0.2290382385253906,0.2871788144111633,-0.0387002564966678,0.9995400905609132,0.2914636731147766,0.2303007245063781,-0.2191886007785797,0.9997962117195128,0.3308730125427246,0.2128138542175293,0.1387918442487716,0.999283730983734,0.3021356463432312,0.4766464531421661,-0.2676272988319397,0.946146547794342,0.3513262867927551,0.4397731423377991,0.1693733781576156,0.0257957242429256,0.3013574779033661,0.7134729623794556,-0.2460366785526275,0.9566048979759216,0.3367000818252563,0.634730339050293,0.1026274040341377,0.13126040995121,0.271304190158844,0.7316707968711853,-0.291412740945816,0.9616578817367554,0.3107413053512573,0.6377242803573608,0.0973121523857116,0.1814592480659485,0.2698146104812622,0.7188350558280945,-0.2695841789245605,0.9604655504226683,0.3092631101608276,0.646124005317688,0.0551081113517284,0.1873893290758133,0.2822354733943939,0.7139055728912354,-0.2366701811552047,0.9280709624290466,0.3174440264701843,0.6526052951812744,0.081283688545227,0.1645220220088958,0.548967182636261,0.3497011661529541,-0.104319155216217,0.999734103679657,0.5558043122291565,0.3200306296348572,0.1042223647236824,0.9995848536491394,0.7093406319618225,0.4874471426010132,-0.020242728292942,0.6976414918899536,0.7051182389259338,0.4548384249210357,0.1650256365537643,0.014091377146542,0.8873946070671082,0.5671621561050415,0.0189609620720148,0.8834304809570312,0.8614632487297058,0.5405696630477905,0.2398798763751983,0.0655404850840568,0.9286346435546876,0.5770041942596436,0.0151570802554488,0.922286093235016,0.8988839983940125,0.5458697080612183,0.2435781061649322,0.1629016250371933,0.8485139608383179,0.6839717030525208,-0.0797761902213096,0.9186119437217712,0.8306356072425842,0.6620290279388428,0.1751734465360641,0.248777225613594,186.03209188136327,187.87022997702135,182.66882916005667,189.43995406354148
